month,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
12,NA,28.5195524578,NA,NA,36.3103448276,NA,Paris12,Paris,12341418.0,1861.08446896,6631.3046,0.35,0.46,0.19,5677052.28,2344869.42,4319496.3,32.9666206897,NA,1013.82915493,7.06738517088,62.2
1,NA,NA,NA,NA,NA,NA,Pau1,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,40.6093397129,NA,1015.01790393,4.8921523445,118.6
2,NA,NA,NA,NA,NA,NA,Pau2,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,41.6291988131,NA,1007.69172794,4.95044712166,65.2
3,NA,NA,NA,NA,NA,NA,Pau3,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,46.6814987715,NA,1017.37330097,4.90186777396,49.0
4,NA,NA,NA,NA,NA,NA,Pau4,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,54.2275806452,NA,1017.90475352,4.17716584946,39.7
5,NA,NA,NA,NA,NA,NA,Pau5,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,55.1644282744,NA,1016.82391304,5.21159264865,144.8
6,NA,NA,NA,NA,NA,NA,Pau6,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,62.9901948052,NA,1015.35471698,4.87285345455,102.3
7,NA,NA,NA,NA,NA,NA,Pau7,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,68.4395611285,NA,1018.72837423,4.04322786611,59.9
8,NA,NA,NA,NA,NA,NA,Pau8,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,66.3471172122,NA,1018.25712098,3.81481165787,23.6
9,NA,NA,NA,NA,NA,NA,Pau9,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,61.8124760893,NA,1016.9089939,3.6573525186,62.4
10,NA,NA,NA,NA,NA,NA,Pau10,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,54.3500297915,NA,1013.4406577,3.99481318769,101.4
11,NA,NA,NA,NA,NA,NA,Pau11,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,48.0207667732,NA,1011.14153605,5.15438468158,268.6
12,NA,NA,NA,NA,NA,NA,Pau12,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,39.1501030928,NA,1013.57601881,4.01370673998,66.4
1,NA,12.1305250515,NA,0.0212745,19.0967741935,15.0322580645,Perpignan1,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,13.729106383,NA,0.02423664,20.6,18.4615384615,Perpignan2,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,10.9497769389,NA,0.0325639354839,26.6129032258,16.1333333333,Perpignan3,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,12.2772299509,NA,0.0382825769231,23.6923076923,14.0,Perpignan4,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,9.62256348662,NA,0.0392820806452,20.9047619048,11.2258064516,Perpignan5,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,9.30585106383,NA,0.0423323,24.724137931,15.4137931034,Perpignan6,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,7.62335277968,NA,0.0418574354839,28.5806451613,18.4193548387,Perpignan7,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,8.56703843514,NA,0.0370995,22.2903225806,15.935483871,Perpignan8,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,10.3806382979,NA,0.03439275,21.4444444444,11.9545454545,Perpignan9,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,9.30959162663,NA,0.0324857419355,24.8709677419,14.1052631579,Perpignan10,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,13.8981737589,NA,0.02155685,17.0666666667,15.8,Perpignan11,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,16.5470830474,NA,0.0161099354839,24.1290322581,18.1034482759,Perpignan12,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.69368865867,3.14204173486,NA,0.0203510740741,17.0,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)1,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
2,1.30450675279,4.66112588652,NA,0.0126579615385,39.1923076923,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)2,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
3,1.06380201921,3.01831560284,NA,0.0145587419355,37.0,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)3,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
4,1.45952463567,3.83251934236,NA,0.0163305,26.0909090909,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)4,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
5,2.0838586555,1.72300960879,NA,0.0150772580645,29.6896551724,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)5,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
6,1.91954198473,1.9695035461,NA,0.0125930333333,36.2,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)6,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
7,1.77896814951,2.27212032282,NA,0.0147995344828,36.9655172414,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)7,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
8,1.99985005453,3.07357522796,NA,0.0145476428571,30.9230769231,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)8,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
9,2.20834430113,3.05777696258,NA,0.0142773103448,24.2068965517,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)9,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
10,1.93044816548,2.9913349348,NA,0.0153561612903,18.7407407407,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)10,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
11,2.36961832061,3.57936170213,NA,0.0203569166667,17.7,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)11,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
12,1.7421694164,4.65066918325,NA,0.0206068709677,16.5,NA,Pointe-a-Pitre - Les Abymes (Guadeloupe)12,Pointe-a-Pitre - Les Abymes (Guadeloupe),315917.0,733.817877557,430.51145204,0.23,0.67,0.1,211664.39,31591.7,72660.91,NA,NA,NA,NA,NA
1,0.121201674464,13.4105353466,NA,0.0177161290323,44.7419354839,NA,Quimper1,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,39.1148214286,NA,1015.36646972,7.02624398214,111.3
2,0.0732824427481,12.0995090016,NA,0.0234624423077,36.3846153846,NA,Quimper2,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,42.2728081321,NA,1003.52529313,8.47608097586,183.7
3,0.135853238119,8.78263555251,NA,0.0306720645161,25.8709677419,NA,Quimper3,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,45.1165127021,NA,1016.09879699,9.58272716859,74.0
4,0.134643765903,6.61843971631,NA,0.0377364,34.5172413793,NA,Quimper4,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,50.9448806366,NA,1019.22224,8.02594520955,61.1
5,0.0595542969712,5.36992107069,NA,0.0341507258065,28.5806451613,NA,Quimper5,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,54.7208088235,NA,1017.79385382,7.36467615686,32.8
6,0.184223918575,4.61512411348,NA,0.0346623,19.6551724138,NA,Quimper6,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,61.0997209302,NA,1017.34551084,7.14135172093,48.4
7,0.219551834524,3.28807481126,NA,0.0234086071429,18.1612903226,NA,Quimper7,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,63.2335342466,NA,1018.23495007,6.74681123653,53.9
8,0.224919970451,3.41197666438,NA,0.0232636774194,15.7096774194,NA,Quimper8,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,61.9480446927,NA,1017.7454023,6.97158035009,99.3
9,0.288575063613,6.17053191489,NA,0.0241378,21.6551724138,NA,Quimper9,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,58.4920097442,NA,1017.02496051,5.02273103045,56.9
10,0.307264220635,7.92795126973,NA,0.0230707419355,20.9677419355,NA,Quimper10,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,54.955638051,NA,1012.28623853,7.46973891329,141.2
11,0.28344783715,10.3404432624,NA,0.0194632,19.3333333333,NA,Quimper11,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,47.3751847704,NA,1007.28612805,8.497606486,239.0
12,0.0,15.5677419355,NA,0.0150670454545,24.8064516129,NA,Quimper12,Quimper,125487.0,507.075390371,247.4720769,NA,NA,NA,NA,NA,NA,39.5905581395,NA,1014.04693572,6.89927583256,61.5
1,0.331297709924,15.9223404255,NA,0.0115598225806,33.7333333333,28.6774193548,Reims1,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,31.6026285714,NA,1015.18333333,5.2159370943,29.4
2,0.445889606577,11.5277209493,NA,0.0235865384615,25.7272727273,19.1923076923,Reims2,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,37.5860335196,NA,1004.83920973,8.1398028514,52.8
3,0.320770746122,11.5865920763,NA,0.0268208225806,23.8709677419,18.1935483871,Reims3,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,43.1889356984,NA,1017.78135135,7.58981163636,28.8
4,0.551499454744,12.409858156,NA,0.02957105,30.8666666667,22.2333333333,Reims4,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,50.1617910448,NA,1018.82139303,5.86504559867,15.8
5,0.132415485278,11.2050721884,NA,0.0284553571429,24.0,19.1333333333,Reims5,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,54.3112280702,NA,1015.61968811,5.89707249903,53.0
6,0.22454593314,9.00601614087,NA,0.0324214655172,21.2413793103,15.6785714286,Reims6,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,62.9262644416,NA,1015.98966521,4.76178417458,32.3
7,0.116301403595,6.78303019904,NA,0.0322357580645,20.1290322581,12.5806451613,Reims7,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,68.7571830986,NA,1017.0272973,5.37658843192,19.6
8,0.0702026849171,5.86960748349,NA,0.0256195344828,15.4827586207,12.7727272727,Reims8,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,63.5982233503,NA,1014.9696063,6.36903616244,142.9
9,0.172302798982,10.3220540098,NA,0.02143305,21.8928571429,17.1,Reims9,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,56.896275395,NA,1016.01120815,5.2055859684,77.5
10,0.237010588525,12.0536376115,NA,0.0180133928571,27.4838709677,20.8620689655,Reims10,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,49.9122157093,NA,1014.63710145,6.57532935053,30.8
11,0.265038167939,11.4159397163,NA,0.0162954666667,26.1666666667,21.0333333333,Reims11,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,43.2061111111,NA,1007.40069735,6.79004110288,59.8
12,0.472383649347,17.22405628,NA,0.0137121451613,32.0333333333,26.4838709677,Reims12,Reims,317611.0,462.841980248,686.2190846,0.31,0.6,0.09,190566.6,28584.99,98459.41,31.2935219512,NA,1013.57258953,6.37049381818,60.2
1,NA,16.606108442,NA,0.0156285,NA,NA,Rennes1,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,35.6350629723,NA,1015.51236413,5.74249539496,26.4
2,NA,13.1617211246,NA,0.026212625,NA,NA,Rennes2,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,40.6963459196,NA,1004.57051672,8.51454008283,78.7
3,NA,12.6197323267,NA,0.0281262096774,NA,NA,Rennes3,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,43.8430968858,NA,1017.1029932,8.14764907958,44.3
4,NA,9.57076241135,NA,0.0344129333333,NA,NA,Rennes4,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,50.945467128,NA,1019.18433566,6.89581163552,14.9
5,NA,7.50538778312,NA,0.0333498870968,NA,NA,Rennes5,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,54.1610658307,NA,1017.55733533,6.64521101776,50.8
6,NA,6.77895390071,NA,0.0344584833333,NA,NA,Rennes6,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,62.9685780169,NA,1016.71251739,6.5941263533,59.4
7,NA,5.54855868222,NA,0.0277362580645,NA,NA,Rennes7,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,67.298041316,NA,1017.81017882,6.48442417751,14.5
8,NA,5.25319148936,NA,0.0219086451613,NA,NA,Rennes8,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,62.9114221725,NA,1017.3686828,6.39704030459,30.8
9,NA,11.4457624113,NA,0.0226464,NA,NA,Rennes9,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,58.7452054795,NA,1016.73324061,5.22418094977,43.2
10,NA,11.895435827,NA,0.0188603225806,NA,NA,Rennes10,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,54.2143538462,NA,1013.39381868,6.70998615385,92.5
11,NA,13.7348758865,NA,0.0166928,NA,NA,Rennes11,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,45.2525,NA,1007.90512445,6.7682497931,84.9
12,NA,17.5853466026,NA,0.0124074516129,NA,NA,Rennes12,Rennes,690467.0,705.043809672,979.324959,NA,NA,NA,NA,NA,NA,36.0059574468,NA,1014.15327869,5.64777099088,44.0
1,0.44601083477,16.3497083047,NA,0.0130961935484,35.8709677419,NA,Roanne1,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,32.1567795059,NA,1015.69407008,3.76792239854,31.8
2,0.343906761178,15.0226443769,NA,0.0225042142857,34.0714285714,NA,Roanne2,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,37.2022620381,NA,1006.96021341,6.00304809854,52.8
3,0.398129770992,13.4606572948,NA,0.0276954516129,33.2,NA,Roanne3,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,42.5349159664,NA,1017.90312925,6.2011147618,47.2
4,0.561882951654,11.2987411348,NA,0.0320882166667,33.2666666667,NA,Roanne4,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,50.4622637363,NA,1018.38784916,3.48372909131,37.5
5,0.39844783715,9.53862082067,NA,0.0285572903226,20.5806451613,NA,Roanne5,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,53.1367241379,NA,1016.4184466,2.93917746523,86.8
6,0.237545942889,9.39304570528,NA,0.0306169444444,21.5925925926,NA,Roanne6,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,62.2710944206,NA,1014.75076495,3.63260314163,91.7
7,0.0613685932388,7.90346602608,NA,0.0337769516129,19.72,NA,Roanne7,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,68.3498648649,NA,1017.60110803,3.10423367568,131.6
8,0.437936205016,7.22288949897,NA,0.0278779354839,16.6451612903,NA,Roanne8,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,64.661709212,NA,1016.83589744,3.9420471121,72.2
9,0.423391494002,11.355035461,NA,0.0236317333333,20.5862068966,NA,Roanne9,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,55.8491446674,NA,1016.77638889,2.80656011827,67.4
10,0.203922084759,13.2299416609,NA,0.0194989516129,29.7741935484,NA,Roanne10,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,50.0821119324,NA,1014.31031637,4.21698454008,72.3
11,0.15871046892,15.5163475177,NA,0.0164340166667,21.3333333333,NA,Roanne11,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,43.6396916752,NA,1009.13812233,4.67761497942,71.6
12,0.261488549618,18.0777282086,NA,0.0142545483871,27.7741935484,NA,Roanne12,Roanne,107209.0,377.679746108,283.8621904,NA,NA,NA,NA,NA,NA,33.7048523985,NA,1013.95598349,4.35055566157,48.9
1,2.27568157034,NA,NA,NA,NA,NA,Rouen1,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,32.935243553,NA,1015.68895522,7.03031416237,48.4
2,0.97348691385,NA,NA,NA,NA,NA,Rouen2,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,37.7565848214,NA,1003.76595041,9.12433289286,101.8
3,2.50560206846,NA,NA,NA,NA,NA,Rouen3,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,42.7523799796,NA,1017.92304217,9.59205699592,47.1
4,2.91349872774,NA,NA,NA,NA,NA,Rouen4,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,48.6111389237,NA,1019.24010989,7.79161933583,23.6
5,2.03241812361,NA,NA,NA,NA,NA,Rouen5,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,50.99,NA,1017.02209106,7.66491454545,41.5
6,1.74849872774,NA,NA,NA,NA,NA,Rouen6,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,60.8361238532,NA,1017.02778702,6.72899506383,37.2
7,1.48442501847,NA,NA,NA,NA,NA,Rouen7,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,65.6714579055,NA,1017.15487256,6.2500243614,17.9
8,0.993856193056,NA,NA,NA,NA,NA,Rouen8,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,60.8337109827,NA,1015.95433071,6.65602276994,95.3
9,4.70430025445,NA,NA,NA,NA,NA,Rouen9,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,56.7549245283,NA,1016.19151786,6.22047138113,76.9
10,1.74386768448,NA,NA,NA,NA,NA,Rouen10,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,51.0377700348,NA,1013.73483146,7.79161510801,100.7
11,1.77611959288,NA,NA,NA,NA,NA,Rouen11,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,42.4057314629,NA,1006.87616099,7.93098406413,150.7
12,2.07722235902,NA,NA,NA,NA,NA,Rouen12,Rouen,658285.0,1104.86545094,595.80557926,0.27,0.65,0.08,427885.25,52662.8,177736.95,31.5918887015,NA,1013.73599419,6.9919236425,49.8
1,0.600738734302,11.20094372,NA,0.0230135483871,37.3548387097,NA,Saint-Brieuc1,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,37.6233656174,NA,1015.24597523,8.32227091525,53.0
2,0.244820065431,9.31764990329,NA,0.0307348571429,33.1071428571,NA,Saint-Brieuc2,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,41.3183471074,NA,1003.20088652,9.70975624292,137.6
3,0.292945087417,8.84830130405,NA,0.0334092580645,23.2068965517,NA,Saint-Brieuc3,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,44.5991022444,NA,1016.16355283,10.1540190723,12.9
4,0.422582697201,9.1504705401,NA,0.0371753166667,32.5333333333,NA,Saint-Brieuc4,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,47.8214357937,NA,1019.2227907,7.99591107692,20.3
5,0.327899532135,6.25059574468,NA,0.0348984516129,25.0967741935,NA,Saint-Brieuc5,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,51.6734164589,NA,1017.82209106,7.15027728678,32.7
6,0.222400631745,7.35739361702,NA,0.0319281166667,20.9285714286,NA,Saint-Brieuc6,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,57.9850322581,NA,1017.52725832,6.41993917935,53.5
7,0.0990150209308,4.28177762526,NA,0.0248533548387,14.4516129032,NA,Saint-Brieuc7,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,62.7984194529,NA,1017.61451379,6.61417655117,26.1
8,0.0775794139375,4.1306108442,NA,0.0247926612903,15.2413793103,NA,Saint-Brieuc8,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,61.3638485804,NA,1017.05923191,7.42910711251,31.6
9,0.150763358779,7.16252955083,NA,0.0267332037037,19.48,NA,Saint-Brieuc9,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,57.6696276596,NA,1016.52168285,6.24949729787,74.9
10,0.151342033982,7.63632463967,NA,0.0246458709677,18.8709677419,NA,Saint-Brieuc10,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,54.1313253012,NA,1012.00133111,7.75922638822,98.3
11,0.276363140676,9.96850303951,NA,0.0214665535714,13.5909090909,NA,Saint-Brieuc11,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,46.0256292287,NA,1006.78709677,8.30511558322,126.0
12,0.581076089633,12.1296842828,NA,0.0190296774194,20.8333333333,NA,Saint-Brieuc12,Saint-Brieuc,171721.0,1149.56584797,149.37900278,NA,NA,NA,NA,NA,NA,37.9765246637,NA,1013.86731928,7.6382887713,43.9
1,0.27165394402,1.49083733699,NA,NA,23.1176470588,NA,Saint-Denis (La Reunion)1,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,47.2259244533,NA,1010.79736457,7.65884553479,142.3
2,0.518038499834,1.25841813136,NA,NA,21.3,NA,Saint-Denis (La Reunion)2,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,49.489106383,NA,1005.55175439,9.80522525957,116.5
3,1.03622137405,1.69269503546,NA,NA,25.3333333333,NA,Saint-Denis (La Reunion)3,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,50.3888501742,NA,1015.68883573,9.52831841441,66.7
4,0.821208651399,1.37154255319,NA,NA,25.3333333333,NA,Saint-Denis (La Reunion)4,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,54.56078478,NA,1016.2384106,7.21301009275,68.9
5,0.995198227038,1.82482841455,NA,NA,NA,NA,Saint-Denis (La Reunion)5,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,60.6108540541,NA,1012.24890756,7.11256309622,50.6
6,0.74834605598,2.61127659574,NA,NA,NA,NA,Saint-Denis (La Reunion)6,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,67.357366136,NA,1012.69522124,6.56207752243,56.1
7,0.462963937878,2.06097074468,NA,NA,14.7333333333,NA,Saint-Denis (La Reunion)7,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,74.8951072961,NA,1014.57400722,5.18385142203,19.2
8,1.21301799346,2.08641400709,NA,NA,20.8947368421,NA,Saint-Denis (La Reunion)8,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,72.3148903226,NA,1014.21467116,6.8225021729,24.4
9,1.88707379135,3.9530141844,NA,NA,24.3684210526,NA,Saint-Denis (La Reunion)9,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,68.1535625,NA,1013.82446483,6.88463581667,9.1
10,1.75586398334,4.14572752231,NA,NA,20.0,NA,Saint-Denis (La Reunion)10,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,60.493705486,NA,1012.309375,7.54112634456,226.4
11,NA,4.44546099291,NA,NA,23.5,NA,Saint-Denis (La Reunion)11,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,54.5749554896,NA,1008.10090498,7.28257444906,153.0
12,2.15941930207,5.90672614962,NA,NA,23.0967741935,NA,Saint-Denis (La Reunion)12,Saint-Denis (La Reunion),199222.0,1744.12798537,114.22441568,NA,NA,NA,NA,NA,NA,48.0712487512,NA,1011.28554217,7.42387644356,110.4
