month,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
1,NA,NA,NA,0.0127489375,NA,NA,Ales1,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,32.7674235808,NA,1015.40712074,5.09501119068,40.0
2,NA,NA,NA,0.0177695588235,NA,NA,Ales2,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,37.5881521739,NA,1006.42122905,6.71822092754,65.4
3,NA,NA,NA,0.0183236666667,NA,NA,Ales3,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,43.1497394137,NA,1017.16056572,6.1132818241,57.7
4,NA,NA,NA,0.019749,NA,NA,Ales4,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,51.4024271845,NA,1018.31812298,5.1269566343,14.3
5,NA,NA,NA,0.0204820434783,NA,NA,Ales5,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,54.3161769912,NA,1015.96778761,4.94320232212,116.2
6,NA,NA,NA,0.0235129666667,NA,NA,Ales6,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,62.5313888889,NA,1014.83047002,4.15675785185,102.7
7,NA,NA,NA,0.0231760322581,NA,NA,Ales7,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,68.1781282496,NA,1017.33393178,3.63636203813,22.0
8,NA,NA,NA,0.0260375967742,NA,NA,Ales8,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,64.0690033223,NA,1016.40348432,4.50044917688,47.5
9,NA,NA,NA,0.025343,NA,NA,Ales9,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,56.2761383285,NA,1016.07281713,3.51323798844,55.8
10,NA,NA,NA,0.0246351612903,NA,NA,Ales10,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,50.4654518072,NA,1013.9507438,4.99263062822,55.4
11,NA,NA,NA,0.0203319137931,NA,NA,Ales11,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,44.8516299559,NA,1008.5262215,5.59945804405,73.8
12,NA,NA,NA,0.0172800892857,NA,NA,Ales12,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,33.8151807229,NA,1013.58344051,4.47881257478,74.5
1,NA,NA,NA,0.0202358709677,NA,NA,Angers1,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,36.231797235,NA,1015.64254992,5.51829601229,40.8
2,NA,NA,NA,0.0309089444444,NA,NA,Angers2,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,40.8196979866,NA,1005.0385906,7.68256361809,72.8
3,NA,NA,NA,0.0324985806452,NA,NA,Angers3,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,46.0525454545,NA,1017.06015152,7.16187231515,68.5
4,NA,NA,NA,0.03911195,NA,NA,Angers4,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,52.9157073171,NA,1019.03284553,6.25379158374,16.5
5,NA,NA,NA,0.0379496612903,NA,NA,Angers5,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,56.8403114187,NA,1017.25207612,5.67143905882,28.6
6,NA,NA,NA,0.03788395,NA,NA,Angers6,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,65.2446153846,NA,1016.20785256,4.81754576923,45.4
7,NA,NA,NA,0.034589983871,NA,NA,Angers7,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,70.145588697,NA,1018.11993721,5.45892523705,8.6
8,NA,NA,NA,0.0296794516129,NA,NA,Angers8,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,65.7717337461,NA,1017.51857585,5.66090741796,34.7
9,NA,NA,NA,0.0313861,NA,NA,Angers9,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,60.9222258065,NA,1016.81177419,4.42616771521,68.2
10,NA,NA,NA,0.0246728387097,NA,NA,Angers10,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,54.1673239437,NA,1013.6915493,5.17098290047,54.3
11,NA,NA,NA,0.0218213333333,NA,NA,Angers11,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,45.81021875,NA,1008.06328125,5.90502145,79.3
12,NA,NA,NA,0.017167016129,NA,NA,Angers12,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,36.00246875,NA,1013.90578125,5.315491225,96.1
1,0.256335877863,18.3931914894,0.343406113537,0.008936675,43.35,NA,Arras1,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,31.4482106685,NA,NA,7.49193183234,NA
2,0.554343874955,15.0463297872,0.310917030568,0.019751952381,26.619047619,NA,Arras2,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,36.3943597561,NA,NA,10.0439635122,NA
3,0.999672846238,14.3660037003,0.263256394261,0.0229365652174,33.347826087,NA,Arras3,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,43.2903361345,NA,NA,10.7290718097,NA
4,NA,11.3598057354,NA,0.0292555,30.375,NA,Arras4,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,49.4686588921,NA,NA,9.16792584257,NA
5,NA,7.10101317123,NA,0.0299945952381,22.2857142857,NA,Arras5,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,53.0623003195,NA,NA,8.2871499569,NA
6,NA,7.42344858156,NA,0.0338695192308,25.8,NA,Arras6,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,62.4803394625,NA,NA,7.55979048266,NA
7,0.51679389313,6.21940222898,0.15327510917,0.029871,23.380952381,NA,Arras7,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,67.4663380282,NA,NA,7.06822326864,NA
8,0.499351145038,4.75082978723,0.151650655022,0.0257628,16.5909090909,NA,Arras8,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,62.0963534362,NA,NA,8.12255217952,NA
9,0.713120229008,11.7883991895,0.178711790393,0.0215754047619,23.2380952381,NA,Arras9,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,57.7031136857,NA,NA,7.28918886604,NA
10,NA,13.9089159068,NA,0.0161308333333,23.5238095238,NA,Arras10,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,50.7392170819,NA,NA,8.86833765125,NA
11,NA,14.5993657938,NA,0.0131448518519,23.92,NA,Arras11,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,42.107904835,NA,NA,8.87691906063,NA
12,NA,19.4801489362,NA,0.01044584,27.4,NA,Arras12,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,30.4079885877,NA,NA,8.31774959201,NA
1,1.40159033079,NA,NA,0.0170757,NA,NA,Avignon1,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,37.2546433378,NA,NA,7.33034360162,NA
2,2.00134950927,NA,NA,0.0260267857143,NA,NA,Avignon2,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,42.5196048632,NA,NA,8.4754968997,NA
3,0.672001969958,NA,NA,0.0348905,NA,NA,Avignon3,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,47.5667117727,NA,NA,8.29801359675,NA
4,0.743761516188,NA,NA,0.0411370166667,NA,NA,Avignon4,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,56.4352201258,NA,NA,5.56106678966,NA
5,0.494643327191,NA,NA,0.037792983871,NA,NA,Avignon5,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,60.763587323,NA,NA,8.30664133693,NA
6,0.535318066158,NA,NA,0.0456873666667,NA,NA,Avignon6,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,68.813125,NA,NA,6.44692786026,80.6
7,0.650941475827,NA,NA,0.047912516129,NA,NA,Avignon7,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,76.2297646268,NA,NA,6.4743421555,53.2
8,0.437700073873,NA,NA,0.0427002741935,NA,NA,Avignon8,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,72.0760542373,NA,NA,6.05211896966,106.5
9,0.589503816794,NA,NA,0.0365412833333,NA,NA,Avignon9,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,62.9056555634,NA,NA,5.03110723608,83.5
10,0.577210046787,NA,NA,0.0275567096774,NA,NA,Avignon10,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,55.2494053315,NA,NA,6.98974122972,79.2
11,0.653002544529,NA,NA,0.0208360333333,NA,NA,Avignon11,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,47.4450878426,NA,NA,5.40548596629,185.7
12,0.750934456436,NA,NA,0.0176107903226,NA,NA,Avignon12,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,39.4373006135,NA,NA,8.0524662189,43.0
1,NA,19.1611015786,0.301135371179,NA,37.5862068966,NA,Bayonne1,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,44.1260335196,NA,1015.17637681,6.79293275676,151.8
2,NA,22.4270488574,0.317430858806,NA,39.4074074074,NA,Bayonne2,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,45.3806417112,NA,1007.36777778,6.97952903529,106.5
3,NA,19.4132463967,0.29452035498,NA,39.8275862069,NA,Bayonne3,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,50.1488056206,NA,1017.21145038,6.77771940047,50.2
4,NA,16.704964539,0.296797671033,NA,32.0,NA,Bayonne4,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,55.0309908069,NA,1017.96531532,5.73700847395,58.8
5,NA,11.8978037062,0.224641297567,NA,27.5483870968,NA,Bayonne5,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,56.8089597001,NA,1017.37667185,6.22629424719,105.0
6,NA,10.8043971631,0.17354959451,NA,28.5,NA,Bayonne6,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,62.6787715931,NA,1016.03313697,6.87003797313,175.4
7,NA,9.99130061771,0.208226510776,NA,31.0,NA,Bayonne7,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,68.6576760563,NA,1019.44513557,5.07862422535,28.5
8,NA,12.0268359643,0.237470066207,NA,22.4333333333,NA,Bayonne8,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,67.4601871102,NA,1018.73860947,5.0438808815,68.2
9,NA,15.6687056738,0.223930131004,NA,28.9333333333,NA,Bayonne9,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,64.0181625442,NA,1017.55964052,5.26325016726,40.1
10,NA,18.3672413793,0.275202744853,NA,28.3225806452,NA,Bayonne10,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,58.2182511211,NA,1013.02823713,6.0657832287,124.5
11,NA,15.2210460993,0.211877729258,NA,22.2666666667,NA,Bayonne11,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,51.0156882591,NA,1010.74700461,7.16968542797,328.0
12,NA,20.8366163349,0.473631172321,NA,25.0333333333,NA,Bayonne12,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,43.6133479212,NA,1012.94348485,6.8795772779,163.8
1,1.27786259542,4.14985326486,NA,NA,24.1,NA,Beauvais1,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,32.4517779868,NA,1015.70218023,6.39327695955,34.7
2,NA,7.07703267477,NA,NA,24.04,NA,Beauvais2,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,37.2182692308,NA,1004.27120743,8.36991336923,86.6
3,NA,6.14967398765,NA,NA,23.3214285714,NA,Beauvais3,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,43.5363636364,NA,1017.07707692,8.96468315789,46.4
4,1.33492366412,5.07854609929,NA,NA,25.5833333333,NA,Beauvais4,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,48.1195103093,NA,1019.28370968,7.22001292784,25.7
5,0.503569824877,NA,NA,NA,27.7931034483,NA,Beauvais5,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,50.754953271,NA,1016.53839869,7.09007061267,38.2
6,0.531679389313,NA,NA,NA,27.7307692308,NA,Beauvais6,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,61.4532723112,NA,1016.48058552,6.24252873227,11.8
7,0.489312977099,NA,NA,NA,33.1851851852,NA,Beauvais7,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,66.6251102204,NA,1017.06564327,5.80970536273,41.0
8,0.441984732824,NA,NA,NA,36.2333333333,NA,Beauvais8,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,61.914880829,NA,1015.50118871,6.8036414342,75.3
9,0.893384223919,6.57616054159,NA,NA,30.2692307692,NA,Beauvais9,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,56.9135942327,NA,1016.04906542,5.59449563749,48.1
10,1.23864503817,5.96151338367,NA,NA,30.0625,NA,Beauvais10,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,51.166516129,NA,1013.84340491,6.65102290011,43.6
11,0.784023991276,5.36343971631,NA,NA,NA,NA,Beauvais11,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,42.7628543877,NA,1006.94740741,7.45894708582,58.4
12,2.01147500616,5.25236406619,NA,NA,NA,NA,Beauvais12,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,31.0107990315,NA,1013.84002829,6.71340616694,23.1
1,0.919103053435,18.303643617,NA,0.009366625,45.45,NA,Bethune1,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
2,0.699550965424,15.2077254306,NA,0.0201253571429,24.2857142857,NA,Bethune2,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
3,0.999427480916,12.2780350438,NA,0.0244188571429,32.5833333333,NA,Bethune3,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
4,0.424161964819,12.0799392097,NA,0.028703326087,31.25,NA,Bethune4,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
5,0.568384223919,9.07879278446,NA,0.026873826087,22.2727272727,NA,Bethune5,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
6,0.739047461002,8.23040425532,NA,0.0274929230769,23.8,NA,Bethune6,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
7,0.646736641221,5.40064389698,NA,0.0255592,21.6315789474,NA,Bethune7,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
8,0.638915394402,3.14376595745,NA,0.02304586,17.12,NA,Bethune8,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
9,0.677064538515,7.28820116054,NA,0.0228057142857,20.8571428571,NA,Bethune9,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
10,0.728982188295,9.98482776089,NA,0.0162705,23.0,NA,Bethune10,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
11,0.888492366412,10.4029550827,NA,0.0145282592593,24.2962962963,NA,Bethune11,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
12,1.33111595783,14.8599881797,NA,0.0093784,30.25,NA,Bethune12,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
1,0.27449563795,16.0793925875,NA,0.0168979032258,23.4516129032,NA,Bordeaux1,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,38.5501694915,NA,1015.21879287,6.61063169934,66.3
2,0.291889312977,15.1054141337,NA,0.0242248214286,23.1428571429,NA,Bordeaux2,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,42.3868446602,NA,1007.0007622,7.99818660631,48.6
3,0.184819010096,11.3791352093,NA,0.0307785645161,24.5161290323,NA,Bordeaux3,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,47.8788651437,NA,1017.23796424,8.45419992336,56.5
4,0.346424936387,8.76822695035,NA,0.0378353666667,20.2666666667,NA,Bordeaux4,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,56.9174788624,NA,1017.97738265,6.6441676372,32.0
5,0.265771977345,5.37052161977,NA,0.0361417419355,15.9615384615,NA,Bordeaux5,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,58.6471681416,NA,1016.83394777,7.12406600738,30.3
6,0.109936386768,5.59496453901,NA,0.0356904333333,18.5769230769,NA,Bordeaux6,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,66.4081586826,NA,1015.20535211,6.06402421557,80.1
7,0.0755232701305,4.26791352093,NA,0.0313116451613,18.5925925926,NA,Bordeaux7,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,71.5758666667,NA,1018.60328317,5.49761148444,11.6
8,0.181753262743,4.534351407,NA,0.029559983871,13.0666666667,NA,Bordeaux8,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,68.6479206466,NA,1018.09088435,5.59843058927,16.6
9,0.0713994910941,9.47608156028,NA,0.0313496333333,15.9666666667,NA,Bordeaux9,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,64.3326040062,NA,1016.73248945,4.98913941448,19.8
10,0.100344742674,10.7124181669,NA,0.0232388387097,18.0,NA,Bordeaux10,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,56.3663732929,NA,1013.22461322,6.68869739605,91.8
11,0.0111323155216,14.1308865248,NA,0.0172392833333,16.4482758621,NA,Bordeaux11,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,48.7579325843,NA,1009.7410219,6.38263868165,199.2
12,0.132405811377,15.7180164722,NA,0.0141334354839,22.9032258065,NA,Bordeaux12,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,40.1380404858,NA,1013.85790274,6.89268350445,80.8
1,NA,19.0117364447,NA,NA,40.0,NA,Boulogne-sur-Mer1,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,17.2195668693,NA,NA,30.8214285714,NA,Boulogne-sur-Mer2,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,17.6751029513,NA,NA,27.5161290323,NA,Boulogne-sur-Mer3,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,16.9806382979,NA,NA,37.5666666667,NA,Boulogne-sur-Mer4,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,13.2559080547,NA,NA,26.8064516129,NA,Boulogne-sur-Mer5,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,15.2460739615,NA,NA,31.7142857143,NA,Boulogne-sur-Mer6,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,12.0242278655,NA,NA,21.935483871,NA,Boulogne-sur-Mer7,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,7.56851407001,NA,NA,17.064516129,NA,Boulogne-sur-Mer8,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,10.7123049645,NA,NA,22.6333333333,NA,Boulogne-sur-Mer9,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,13.6411290323,NA,NA,26.3870967742,NA,Boulogne-sur-Mer10,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,13.9783865248,NA,NA,28.1666666667,NA,Boulogne-sur-Mer11,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,20.7514934534,NA,NA,32.9230769231,NA,Boulogne-sur-Mer12,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,Bourges1,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,33.3283253589,NA,1015.43056,5.89817480064,38.7
2,NA,NA,NA,NA,NA,NA,Bourges2,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,38.6153982301,NA,1006.31309735,7.78636935929,52.3
3,NA,NA,NA,NA,NA,NA,Bourges3,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,45.2169793323,NA,1017.27503975,7.48579273768,63.7
4,NA,NA,NA,NA,NA,NA,Bourges4,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,53.6977309562,NA,1018.7286872,6.52871901459,11.3
5,NA,NA,NA,NA,NA,NA,Bourges5,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,55.9452129472,NA,1016.29369676,5.59243099148,60.6
6,NA,NA,NA,NA,NA,NA,Bourges6,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,64.5758890701,NA,1015.16900489,4.89099317455,60.2
7,NA,NA,NA,NA,NA,NA,Bourges7,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,70.5852388797,NA,1017.60280528,4.69179569028,48.6
8,NA,NA,NA,NA,NA,NA,Bourges8,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,66.5695681063,NA,1016.66046512,5.43068453691,42.7
9,NA,NA,NA,NA,NA,NA,Bourges9,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,59.7265562914,NA,1016.17218543,4.72346683444,61.3
10,NA,NA,NA,NA,NA,NA,Bourges10,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,52.4288039867,NA,1013.88803987,5.42886742857,35.9
11,NA,NA,NA,NA,NA,NA,Bourges11,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,45.1115335463,NA,1008.68108974,6.66743330351,59.9
12,NA,NA,NA,NA,NA,NA,Bourges12,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,34.5365977742,NA,1012.84356121,5.85037123052,97.9
1,0.261019453337,15.3380576527,NA,0.0216708387097,42.935483871,14.5,Brest1,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,39.6302439024,NA,1014.68745875,8.88266397832,99.2
2,0.1403217012,12.1928951368,NA,0.0287444464286,35.6428571429,12.3928571429,Brest2,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,42.3731133429,NA,1003.25774194,9.64194839598,185.1
3,0.0715776081425,9.69712765957,NA,0.0328576166667,26.2666666667,15.2333333333,Brest3,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,46.0761009818,NA,1015.12606474,11.7644577391,67.4
4,0.12944195841,7.75742846662,NA,0.0373361724138,35.4137931034,20.3103448276,Brest4,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,49.4875074184,NA,1018.98502415,9.55567518101,51.2
5,0.145506032997,7.61316060398,NA,0.0332826774194,28.7096774194,16.9032258065,Brest5,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,53.6708014797,NA,1018.14561983,7.5488582984,37.4
6,0.264554707379,7.3359751773,NA,0.0314927166667,20.2666666667,17.8333333333,Brest6,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,58.5369111969,NA,1017.34214876,8.2054064556,54.0
7,0.0631125338587,4.27532601235,NA,0.0233137096774,18.6774193548,11.3548387097,Brest7,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,62.392750533,NA,1017.74853801,7.9564811258,78.2
8,0.0446441763113,4.37330130405,NA,0.0239950806452,17.6774193548,12.2580645161,Brest8,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,61.4869546436,NA,1017.3953271,9.11505620734,129.1
9,0.0857760814249,9.16485815603,NA,0.0269875833333,21.6333333333,13.9,Brest9,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,58.720951087,NA,1016.61114809,7.155761,108.5
10,0.183422391858,10.4617192862,NA,0.0253296935484,21.8387096774,15.0322580645,Brest10,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,55.2686978508,NA,1011.39537367,9.57715960556,162.8
11,0.174974554707,12.9192021277,NA,0.0230938166667,19.9666666667,12.0714285714,Brest11,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,47.6794594595,NA,1006.95917431,9.65059388235,229.5
