CBSA Name,season,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans,Temp,RH,Pressure,Wind,Precip
"Bridgeport-Stamford-Norwalk, CT",Winter,41.1735120859,-73.3372599018,8.76134969325,32.9386503067,NA,NA,9.16666666667,8.43333333333,0.332255911111,5.18888888889,12.5327758295,24.7954545455,NA,NA,2.84417164444,8.57777777778,"Bridgeport-Stamford-Norwalk, CTWinter",Metropolitan Statistical Area,916829.0,624.9,1467.2,5122.4,355827.0,0.776175954768,40268.0,0.087837778883,39723.0,0.0866489542706,22618.0,0.0493373120785,458436.0,33.6945381773,NA,1010.91803146,9.33929758767,383.3
"Brigham City, UT",Fall,41.492707,-112.018863,6.52333333333,25.4333333333,6.13392855714,25.4714285714,NA,NA,NA,NA,NA,NA,0.0330538282828,35.1111111111,NA,NA,"Brigham City, UTFall",Micropolitan Statistical Area,49975.0,5745.6,8.7,929.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8378359909,NA,1017.72370405,5.22722499059,201.9
"Brigham City, UT",Spring,41.492707,-112.018863,3.63333333333,15.1666666667,5.99454044509,23.8823529412,NA,NA,NA,NA,NA,NA,0.0395084680851,41.4574468085,NA,NA,"Brigham City, UTSpring",Micropolitan Statistical Area,49975.0,5745.6,8.7,929.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1532929599,NA,1011.36420251,6.79873122786,223.7
"Brigham City, UT",Summer,41.492707,-112.018863,5.06129032258,21.0967741935,6.66121280874,27.6483516484,NA,NA,NA,NA,NA,NA,0.0436203967391,48.5,NA,NA,"Brigham City, UTSummer",Micropolitan Statistical Area,49975.0,5745.6,8.7,929.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9567026327,NA,1010.22952899,6.58470552052,44.1
"Brigham City, UT",Winter,41.492707,-112.018863,18.0535714286,59.1428571429,16.4486090823,55.8101265823,NA,NA,NA,NA,NA,NA,0.0309731818182,29.2727272727,NA,NA,"Brigham City, UTWinter",Micropolitan Statistical Area,49975.0,5745.6,8.7,929.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7573913043,NA,1017.62422418,4.33917674976,128.2
"Brookings, SD",Fall,44.310283,-96.80071,8.28333333333,32.5666666667,NA,NA,23.2666666667,21.4666666667,NA,NA,NA,NA,0.0226726777778,25.7666666667,NA,NA,"Brookings, SDFall",Micropolitan Statistical Area,31965.0,792.2,40.3,612.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.933766837,NA,NA,8.30815516631,79.5
"Brookings, SD",Spring,44.310283,-96.80071,6.72592592593,27.7407407407,NA,NA,33.625,28.875,NA,NA,NA,NA,0.0348937419355,39.5698924731,NA,NA,"Brookings, SDSpring",Micropolitan Statistical Area,31965.0,792.2,40.3,612.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8875415785,NA,NA,8.27992998398,253.9
"Brookings, SD",Summer,44.310283,-96.80071,6.66451612903,27.8064516129,NA,NA,36.1333333333,32.0666666667,NA,NA,NA,NA,0.029388826087,33.6086956522,NA,NA,"Brookings, SDSummer",Micropolitan Statistical Area,31965.0,792.2,40.3,612.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1865842055,NA,NA,8.02323715714,442.3
"Brookings, SD",Winter,44.310283,-96.80071,12.9466666667,47.2333333333,NA,NA,16.0714285714,14.7142857143,NA,NA,NA,NA,0.0340763777778,32.8111111111,NA,NA,"Brookings, SDWinter",Micropolitan Statistical Area,31965.0,792.2,40.3,612.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3204147965,NA,NA,7.91697360285,40.1
"Brownsville-Harlingen, TX",Fall,26.06961,-97.162206,8.55,35.7142857143,9.731643875,39.3608247423,20.9393939394,19.3333333333,0.307546311111,3.46666666667,NA,NA,0.0287221111111,35.3111111111,NA,NA,"Brownsville-Harlingen, TXFall",Metropolitan Statistical Area,406220.0,890.9,456.0,2842.9,109850.0,0.805688594207,16864.0,0.123688051458,8672.0,0.0636042921162,957.0,0.00701906221808,136343.0,73.9835334477,NA,NA,10.4263043792,NA
"Brownsville-Harlingen, TX",Spring,26.06961,-97.162206,11.7333333333,45.3333333333,11.7420852653,45.1826923077,20.797752809,19.2471910112,0.301313413043,3.08695652174,NA,NA,0.0292727816092,30.8045977011,NA,NA,"Brownsville-Harlingen, TXSpring",Metropolitan Statistical Area,406220.0,890.9,456.0,2842.9,109850.0,0.805688594207,16864.0,0.123688051458,8672.0,0.0636042921162,957.0,0.00701906221808,136343.0,84.5703703704,NA,NA,7.10901484774,NA
"Brownsville-Harlingen, TX",Summer,26.06961,-97.162206,9.38888888889,38.1111111111,9.9602898022,38.3723404255,20.0,18.5465116279,0.3,3.0,NA,NA,0.0172667027027,19.6216216216,NA,NA,"Brownsville-Harlingen, TXSummer",Metropolitan Statistical Area,406220.0,890.9,456.0,2842.9,109850.0,0.805688594207,16864.0,0.123688051458,8672.0,0.0636042921162,957.0,0.00701906221808,136343.0,85.5389073951,NA,NA,9.10974841737,NA
"Brownsville-Harlingen, TX",Winter,26.06961,-97.162206,8.84666666667,35.6,8.53551282564,33.9238095238,15.4222222222,14.1777777778,0.305416666667,3.24444444444,NA,NA,0.0309231222222,33.2111111111,NA,NA,"Brownsville-Harlingen, TXWinter",Metropolitan Statistical Area,406220.0,890.9,456.0,2842.9,109850.0,0.805688594207,16864.0,0.123688051458,8672.0,0.0636042921162,957.0,0.00701906221808,136343.0,66.6068181818,NA,NA,11.4455851717,NA
"Brunswick, GA",Fall,31.169735,-81.495881,9.94705882353,40.1176470588,NA,NA,18.8461538462,17.5384615385,NA,NA,NA,NA,0.030679725,38.775,1.08297688235,2.01176470588,"Brunswick, GAFall",Metropolitan Statistical Area,112370.0,1286.4,87.4,539.0,36717.0,0.809261422495,4895.0,0.107888298693,3465.0,0.0763703687377,294.0,0.00647991007472,45371.0,61.2409679913,NA,NA,4.14825134622,NA
"Brunswick, GA",Spring,31.169735,-81.495881,11.0043478261,42.4347826087,NA,NA,23.1538461538,21.3846153846,NA,NA,NA,NA,0.0344515698925,38.7741935484,1.03726786022,1.68817204301,"Brunswick, GASpring",Metropolitan Statistical Area,112370.0,1286.4,87.4,539.0,36717.0,0.809261422495,4895.0,0.107888298693,3465.0,0.0763703687377,294.0,0.00647991007472,45371.0,72.8054268202,NA,NA,5.39747613335,NA
"Brunswick, GA",Summer,31.169735,-81.495881,8.91578947368,36.6315789474,NA,NA,20.4615384615,19.0769230769,NA,NA,NA,NA,0.0255020543478,30.2282608696,1.03817290217,1.79347826087,"Brunswick, GASummer",Metropolitan Statistical Area,112370.0,1286.4,87.4,539.0,36717.0,0.809261422495,4895.0,0.107888298693,3465.0,0.0763703687377,294.0,0.00647991007472,45371.0,82.0628372445,NA,NA,4.25149150765,NA
"Brunswick, GA",Winter,31.169735,-81.495881,12.6947368421,47.5789473684,NA,NA,15.6666666667,14.5833333333,NA,NA,NA,NA,0.0349424761905,40.0,1.24759263333,3.3,"Brunswick, GAWinter",Metropolitan Statistical Area,112370.0,1286.4,87.4,539.0,36717.0,0.809261422495,4895.0,0.107888298693,3465.0,0.0763703687377,294.0,0.00647991007472,45371.0,47.9738454362,NA,NA,5.39923319403,NA
"Buffalo-Niagara Falls, NY",Fall,42.9092329384,-78.8568898767,7.87260273973,31.2054794521,8.03294328219,32.4432432432,NA,NA,0.350020411111,4.43888888889,9.61664056,17.64,0.0259060055556,28.0111111111,1.35620685171,4.28897338403,"Buffalo-Niagara Falls, NYFall",Metropolitan Statistical Area,1135509.0,1565.1,725.5,4129.4,431201.0,0.822060216915,42076.0,0.08021550434,33890.0,0.0646093602549,17370.0,0.03311491849,524537.0,41.6833395374,NA,1014.66590278,8.44276400744,406.4
"Buffalo-Niagara Falls, NY",Spring,42.9106389178,-78.8582017534,8.78767123288,35.1575342466,9.29278730329,36.6381766382,NA,NA,0.337294645161,4.12903225806,10.1749781828,21.9569892473,0.0351826988636,39.9488636364,1.41902996727,5.95636363636,"Buffalo-Niagara Falls, NYSpring",Metropolitan Statistical Area,1135509.0,1565.1,725.5,4129.4,431201.0,0.822060216915,42076.0,0.08021550434,33890.0,0.0646093602549,17370.0,0.03311491849,524537.0,55.517470489,NA,1014.33969055,8.03047871295,458.5
"Buffalo-Niagara Falls, NY",Summer,42.9033335294,-78.8539236765,11.6382352941,43.2058823529,12.4273228666,44.6098265896,NA,NA,0.392200871795,5.17307692308,7.87252420339,16.790960452,0.0347226630435,42.6684782609,1.88096338043,7.40942028986,"Buffalo-Niagara Falls, NYSummer",Metropolitan Statistical Area,1135509.0,1565.1,725.5,4129.4,431201.0,0.822060216915,42076.0,0.08021550434,33890.0,0.0646093602549,17370.0,0.03311491849,524537.0,70.0726642984,NA,1014.49578231,7.67300097654,348.8
"Buffalo-Niagara Falls, NY",Winter,42.9069094221,-78.854952974,11.2837662338,41.6298701299,10.5066903431,40.8370165746,NA,NA,0.335043352601,4.19075144509,14.6934864889,28.6888888889,0.0292336930693,30.5148514851,1.80600516296,5.62962962963,"Buffalo-Niagara Falls, NYWinter",Metropolitan Statistical Area,1135509.0,1565.1,725.5,4129.4,431201.0,0.822060216915,42076.0,0.08021550434,33890.0,0.0646093602549,17370.0,0.03311491849,524537.0,26.5525998565,NA,1015.12882945,8.99072503349,203.5
"Burlington, NC",Fall,36.089004,-79.407821,9.81,38.9666666667,9.0390762067,36.202247191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burlington, NCFall",Metropolitan Statistical Area,151131.0,423.9,356.5,1126.7,49079.0,0.831396530695,5921.0,0.100301531373,3879.0,0.0657101233229,153.0,0.00259181460903,59032.0,51.4816393443,NA,1016.84003786,4.09113757989,374.8
"Burlington, NC",Spring,36.089004,-79.407821,11.1612903226,44.064516129,11.3218201135,44.6956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burlington, NCSpring",Metropolitan Statistical Area,151131.0,423.9,356.5,1126.7,49079.0,0.831396530695,5921.0,0.100301531373,3879.0,0.0657101233229,153.0,0.00259181460903,59032.0,66.9970264624,NA,1015.14632287,4.34117431786,379.3
"Burlington, NC",Summer,36.089004,-79.407821,13.2033333333,50.8333333333,12.8794689022,49.7608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burlington, NCSummer",Metropolitan Statistical Area,151131.0,423.9,356.5,1126.7,49079.0,0.831396530695,5921.0,0.100301531373,3879.0,0.0657101233229,153.0,0.00259181460903,59032.0,77.2970359608,NA,1015.79261775,3.24297428507,383.5
"Burlington, NC",Winter,36.089004,-79.407821,10.17,39.5666666667,9.45411022778,37.6222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burlington, NCWinter",Metropolitan Statistical Area,151131.0,423.9,356.5,1126.7,49079.0,0.831396530695,5921.0,0.100301531373,3879.0,0.0657101233229,153.0,0.00259181460903,59032.0,38.8078017241,NA,1014.99267841,5.09346386724,307.8
"Burlington-South Burlington, VT",Fall,44.4957623218,-73.1032151264,4.52988505747,18.632183908,4.78716303955,18.6,7.07446808511,6.53191489362,0.382287022222,5.53333333333,7.71692208974,13.6794871795,0.0249437777778,25.2407407407,NA,NA,"Burlington-South Burlington, VTFall",Metropolitan Statistical Area,211261.0,1252.1,168.7,2053.9,86274.0,0.734371807967,12432.0,0.10582226762,16503.0,0.140474974464,2271.0,0.0193309499489,117480.0,39.872357124,NA,1013.57514793,6.74935053913,528.7
"Burlington-South Burlington, VT",Spring,44.4956103956,-73.1043064615,6.22197802198,25.5604395604,5.46896701566,21.7126436782,10.8571428571,9.99047619048,0.369709387097,5.15053763441,9.83065094253,18.091954023,0.0375538478261,38.25,NA,NA,"Burlington-South Burlington, VTSpring",Metropolitan Statistical Area,211261.0,1252.1,168.7,2053.9,86274.0,0.734371807967,12432.0,0.10582226762,16503.0,0.140474974464,2271.0,0.0193309499489,117480.0,53.3881189711,NA,1013.17106326,6.02097625027,421.0
"Burlington-South Burlington, VT",Summer,44.4966565532,-73.0967915745,8.34361702128,32.3936170213,8.85991117634,32.9547169811,12.1414141414,11.1818181818,0.388368043478,5.3152173913,6.08250333708,11.2247191011,0.0299723913043,31.0217391304,NA,NA,"Burlington-South Burlington, VTSummer",Metropolitan Statistical Area,211261.0,1252.1,168.7,2053.9,86274.0,0.734371807967,12432.0,0.10582226762,16503.0,0.140474974464,2271.0,0.0193309499489,117480.0,68.6652941176,NA,1013.17778156,5.26149976921,359.4
"Burlington-South Burlington, VT",Winter,44.4968683448,-73.0952702069,6.88045977011,27.367816092,4.62403504048,18.6334661355,6.67647058824,6.21568627451,0.370240722222,5.32222222222,10.639051939,18.0,0.0357835764706,32.4117647059,NA,NA,"Burlington-South Burlington, VTWinter",Metropolitan Statistical Area,211261.0,1252.1,168.7,2053.9,86274.0,0.734371807967,12432.0,0.10582226762,16503.0,0.140474974464,2271.0,0.0193309499489,117480.0,26.4403808543,NA,1012.49324983,6.04068700593,191.7
"Butte-Silver Bow, MT",Fall,46.002602,-112.501247,12.0584240278,43.9555555556,10.3333333333,38.0,30.2298850575,27.9425287356,NA,NA,NA,NA,NA,NA,NA,NA,"Butte-Silver Bow, MTFall",Micropolitan Statistical Area,34200.0,718.5,47.6,2174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butte-Silver Bow, MT",Spring,46.002602,-112.501247,5.15618595628,21.4888888889,6.2875,26.1875,21.3918918919,19.8378378378,NA,NA,NA,NA,NA,NA,NA,NA,"Butte-Silver Bow, MTSpring",Micropolitan Statistical Area,34200.0,718.5,47.6,2174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6406626506,NA,1012.95636771,5.95533726993,262.7
"Butte-Silver Bow, MT",Summer,46.002602,-112.501247,5.67707225543,23.7444444444,6.64666666667,27.4666666667,24.6575342466,23.0,NA,NA,NA,NA,NA,NA,NA,NA,"Butte-Silver Bow, MTSummer",Micropolitan Statistical Area,34200.0,718.5,47.6,2174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7657495256,NA,1014.53010417,5.22992549526,49.7
"Butte-Silver Bow, MT",Winter,46.002602,-112.501247,21.401815,65.4571428571,17.9787550144,60.16,40.3111111111,36.5555555556,NA,NA,NA,NA,NA,NA,NA,NA,"Butte-Silver Bow, MTWinter",Micropolitan Statistical Area,34200.0,718.5,47.6,2174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1544533947,NA,1019.32484177,2.51185584657,33.8
"Cadillac, MI",Fall,44.310555,-84.891865,5.4,22.25,6.4,26.0,NA,NA,NA,NA,0.694855211111,1.78888888889,0.0241052888889,26.2666666667,NA,NA,"Cadillac, MIFall",Micropolitan Statistical Area,47584.0,1129.7,42.1,370.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5963768898,NA,1015.43866614,7.14489844192,161.9
"Cadillac, MI",Spring,44.310555,-84.891865,4.98620689655,20.3103448276,6.9,26.625,NA,NA,NA,NA,NA,NA,0.0366586024096,40.8554216867,NA,NA,"Cadillac, MISpring",Micropolitan Statistical Area,47584.0,1129.7,42.1,370.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2098312111,NA,1014.72839032,6.56430904539,323.6
"Cadillac, MI",Summer,44.310555,-84.891865,7.58333333333,30.2666666667,8.69285714286,33.5714285714,NA,NA,NA,NA,0.33873204878,1.0243902439,0.0284752173913,34.2391304348,NA,NA,"Cadillac, MISummer",Micropolitan Statistical Area,47584.0,1129.7,42.1,370.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.6155219854,NA,1014.72841573,5.33487754145,439.4
"Cadillac, MI",Winter,44.310555,-84.891865,5.69583333333,22.25,4.99230769231,20.7692307692,NA,NA,NA,NA,1.37121218182,3.18181818182,0.0270463636364,26.0,NA,NA,"Cadillac, MIWinter",Micropolitan Statistical Area,47584.0,1129.7,42.1,370.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1211129296,NA,1017.32937202,6.70327056455,64.8
"Canton-Massillon, OH",Fall,40.7900408268,-81.3893500787,13.0724409449,48.6220472441,13.1866666667,49.4,NA,NA,0.459552511111,6.37777777778,NA,NA,0.0239160083333,30.5833333333,NA,NA,"Canton-Massillon, OHFall",Metropolitan Statistical Area,404422.0,969.9,417.0,1919.9,142227.0,0.855104703385,13481.0,0.0810511823095,8931.0,0.053695431289,1688.0,0.010148683016,166327.0,42.6051013514,NA,1016.3231717,7.82513487871,382.5
"Canton-Massillon, OH",Spring,40.7896027869,-81.3900198361,11.8885245902,45.8770491803,13.325,49.3125,NA,NA,0.35439711828,4.5376344086,NA,NA,0.0360255282258,45.2056451613,NA,NA,"Canton-Massillon, OHSpring",Metropolitan Statistical Area,404422.0,969.9,417.0,1919.9,142227.0,0.855104703385,13481.0,0.0810511823095,8931.0,0.053695431289,1688.0,0.010148683016,166327.0,59.025883905,NA,1014.66037882,7.41736519261,442.8
"Canton-Massillon, OH",Summer,40.7900022857,-81.3894090075,15.615037594,55.6390977444,14.7142857143,52.7142857143,NA,NA,0.402391847826,5.32608695652,NA,NA,0.0328256617647,46.4301470588,NA,NA,"Canton-Massillon, OHSummer",Metropolitan Statistical Area,404422.0,969.9,417.0,1919.9,142227.0,0.855104703385,13481.0,0.0810511823095,8931.0,0.053695431289,1688.0,0.010148683016,166327.0,72.0649430445,NA,1015.6850409,5.98267772376,381.0
"Canton-Massillon, OH",Winter,40.790225325,-81.3890679833,16.6583333333,56.8583333333,18.44,61.6666666667,NA,NA,0.486483655556,6.6,NA,NA,NA,NA,NA,NA,"Canton-Massillon, OHWinter",Metropolitan Statistical Area,404422.0,969.9,417.0,1919.9,142227.0,0.855104703385,13481.0,0.0810511823095,8931.0,0.053695431289,1688.0,0.010148683016,166327.0,28.4093568282,NA,1016.36794411,7.99575904932,209.4
"Cape Coral-Fort Myers, FL",Fall,26.602016,-81.877908,6.39142857143,26.6571428571,8.06490989634,32.9358974359,14.4880952381,13.3928571429,NA,NA,NA,NA,0.0330409717514,35.8305084746,NA,NA,"Cape Coral-Fort Myers, FLFall",Metropolitan Statistical Area,618754.0,784.5,788.7,1911.3,176000.0,0.766921290345,27803.0,0.121151776338,23150.0,0.100876294724,2536.0,0.0110506385927,229489.0,70.1871031097,NA,1016.47438171,5.73802790012,174.7
"Cape Coral-Fort Myers, FL",Spring,26.602016,-81.877908,8.275,33.675,8.86633163784,35.8586956522,18.2857142857,16.8351648352,NA,NA,NA,NA,0.0339787741935,35.5215053763,NA,NA,"Cape Coral-Fort Myers, FLSpring",Metropolitan Statistical Area,618754.0,784.5,788.7,1911.3,176000.0,0.766921290345,27803.0,0.121151776338,23150.0,0.100876294724,2536.0,0.0110506385927,229489.0,76.5576027397,NA,1016.01012545,6.16949233321,410.8
"Cape Coral-Fort Myers, FL",Summer,26.602016,-81.877908,5.90465116279,24.6511627907,9.05251807971,35.3529411765,18.2470588235,16.7764705882,NA,NA,NA,NA,0.0219236684783,24.3097826087,NA,NA,"Cape Coral-Fort Myers, FLSummer",Metropolitan Statistical Area,618754.0,784.5,788.7,1911.3,176000.0,0.766921290345,27803.0,0.121151776338,23150.0,0.100876294724,2536.0,0.0110506385927,229489.0,82.1776432197,NA,1015.3415308,5.27895634518,1095.7
"Cape Coral-Fort Myers, FL",Winter,26.602016,-81.877908,7.08,29.5,8.89582320787,36.5568181818,14.4545454545,13.4204545455,NA,NA,NA,NA,0.0353635555556,36.0166666667,NA,NA,"Cape Coral-Fort Myers, FLWinter",Metropolitan Statistical Area,618754.0,784.5,788.7,1911.3,176000.0,0.766921290345,27803.0,0.121151776338,23150.0,0.100876294724,2536.0,0.0110506385927,229489.0,59.6888581315,NA,1017.12874419,7.07935915725,380.3
"Casper, WY",Fall,42.851064,-106.325088,4.41034482759,18.5517241379,NA,NA,13.4722222222,12.3888888889,NA,NA,NA,NA,NA,NA,NA,NA,"Casper, WYFall",Metropolitan Statistical Area,75450.0,5340.4,14.1,2003.6,32815.0,0.825721547017,4337.0,0.109131627287,2381.0,0.0599129362623,208.0,0.00523388943409,39741.0,38.7087190083,NA,1016.29212097,9.34726207382,81.6
"Casper, WY",Spring,42.851064,-106.325088,3.11034482759,12.9655172414,NA,NA,11.95,11.025,NA,NA,NA,NA,NA,NA,NA,NA,"Casper, WYSpring",Metropolitan Statistical Area,75450.0,5340.4,14.1,2003.6,32815.0,0.825721547017,4337.0,0.109131627287,2381.0,0.0599129362623,208.0,0.00523388943409,39741.0,45.3956968215,NA,1010.91601848,9.77583203751,206.0
"Casper, WY",Summer,42.851064,-106.325088,4.39655172414,18.3793103448,NA,NA,20.3191489362,18.829787234,NA,NA,NA,NA,NA,NA,NA,NA,"Casper, WYSummer",Metropolitan Statistical Area,75450.0,5340.4,14.1,2003.6,32815.0,0.825721547017,4337.0,0.109131627287,2381.0,0.0599129362623,208.0,0.00523388943409,39741.0,66.9978271965,NA,1011.74199764,9.16313487935,91.4
"Casper, WY",Winter,42.851064,-106.325088,6.33793103448,26.3103448276,NA,NA,13.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,"Casper, WYWinter",Metropolitan Statistical Area,75450.0,5340.4,14.1,2003.6,32815.0,0.825721547017,4337.0,0.109131627287,2381.0,0.0599129362623,208.0,0.00523388943409,39741.0,26.5037901431,NA,1017.06693227,9.37605971218,88.5
"Cedar Rapids, IA",Fall,41.9839674576,-91.6855345763,9.44322033898,37.406779661,9.17660588251,36.5873015873,24.0,21.7333333333,0.227027222222,3.77777777778,NA,NA,0.024847,31.9666666667,0.779320894444,3.76111111111,"Cedar Rapids, IAFall",Metropolitan Statistical Area,257940.0,2008.8,128.4,1661.3,111278.0,0.830879278418,10916.0,0.0815064810943,10699.0,0.0798862075145,1035.0,0.00772803297294,133928.0,39.6731880734,NA,1016.70696379,9.0970819648,152.7
"Cedar Rapids, IA",Spring,41.9838475,-91.68557,8.11532258065,32.9112903226,8.849213184,35.2383419689,17.5806451613,16.3225806452,0.232751120879,3.45054945055,NA,NA,0.0348859236948,40.0923694779,1.02201106989,5.62365591398,"Cedar Rapids, IASpring",Metropolitan Statistical Area,257940.0,2008.8,128.4,1661.3,111278.0,0.830879278418,10916.0,0.0815064810943,10699.0,0.0798862075145,1035.0,0.00772803297294,133928.0,59.6176458037,NA,1012.51198011,8.67327839886,460.6
"Cedar Rapids, IA",Summer,41.9837890083,-91.6855872727,8.57851239669,34.9008264463,8.3589024695,33.7179487179,19.9677419355,18.4838709677,0.194718847826,2.79347826087,NA,NA,0.0298404202899,34.9166666667,0.802491032609,3.97826086957,"Cedar Rapids, IASummer",Metropolitan Statistical Area,257940.0,2008.8,128.4,1661.3,111278.0,0.830879278418,10916.0,0.0815064810943,10699.0,0.0798862075145,1035.0,0.00772803297294,133928.0,71.0317081487,NA,1014.09497283,6.43131264939,680.0
"Cedar Rapids, IA",Winter,41.9837275424,-91.6856054237,17.5677966102,59.3644067797,16.2821903234,56.4421052632,20.1,18.5666666667,0.2529006,3.48888888889,NA,NA,NA,NA,0.610541322222,2.8,"Cedar Rapids, IAWinter",Metropolitan Statistical Area,257940.0,2008.8,128.4,1661.3,111278.0,0.830879278418,10916.0,0.0815064810943,10699.0,0.0798862075145,1035.0,0.00772803297294,133928.0,22.6550682439,NA,1019.43195156,9.04456274049,78.2
"Champaign-Urbana, IL",Fall,40.05278,-88.37251,11.4733333333,45.2,8.31,33.5333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Champaign-Urbana, ILFall",Metropolitan Statistical Area,231891.0,1921.1,120.7,4405.2,81721.0,0.701570186207,10818.0,0.0928719212246,17692.0,0.151884824395,6252.0,0.053673068173,116483.0,43.025440844,NA,1017.59884633,9.68754757331,245.4
"Champaign-Urbana, IL",Spring,40.0653122353,-88.3472784118,8.38823529412,33.5294117647,7.83870967742,31.5806451613,NA,NA,NA,NA,NA,NA,0.0337969375,37.8125,NA,NA,"Champaign-Urbana, ILSpring",Metropolitan Statistical Area,231891.0,1921.1,120.7,4405.2,81721.0,0.701570186207,10818.0,0.0928719212246,17692.0,0.151884824395,6252.0,0.053673068173,116483.0,62.8144667802,NA,1013.57847875,9.50957279509,461.9
"Champaign-Urbana, IL",Summer,40.05278,-88.37251,10.1666666667,40.7333333333,7.87857142857,32.5357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Champaign-Urbana, ILSummer",Metropolitan Statistical Area,231891.0,1921.1,120.7,4405.2,81721.0,0.701570186207,10818.0,0.0928719212246,17692.0,0.151884824395,6252.0,0.053673068173,116483.0,74.4432200224,NA,1015.41734417,6.27162922858,302.6
"Champaign-Urbana, IL",Winter,40.08970832,-88.29816092,13.56,49.44,12.2866666667,46.6,NA,NA,NA,NA,NA,NA,0.0237736835443,27.3924050633,NA,NA,"Champaign-Urbana, ILWinter",Metropolitan Statistical Area,231891.0,1921.1,120.7,4405.2,81721.0,0.701570186207,10818.0,0.0928719212246,17692.0,0.151884824395,6252.0,0.053673068173,116483.0,27.5448920863,NA,1018.76818811,9.40270671064,117.7
"Charleston, WV",Fall,38.3562463793,-81.6621445862,10.5189655172,41.5689655172,9.65128205128,38.4871794872,16.3,15.0222222222,NA,NA,NA,NA,0.020404775,32.825,3.07900671111,15.3666666667,"Charleston, WVFall",Metropolitan Statistical Area,304284.0,2527.7,120.4,1033.7,93234.0,0.820100979892,13278.0,0.116795383776,5483.0,0.0482293334272,1691.0,0.0148743029045,113686.0,47.6180168382,NA,1017.32623521,3.86763415,351.2
"Charleston, WV",Spring,38.3558915,-81.661017,11.4580645161,45.0967741935,10.9973684211,43.2631578947,20.3655913978,18.8279569892,NA,NA,NA,NA,0.0282644390244,43.3536585366,3.67405913978,14.3440860215,"Charleston, WVSpring",Metropolitan Statistical Area,304284.0,2527.7,120.4,1033.7,93234.0,0.820100979892,13278.0,0.116795383776,5483.0,0.0482293334272,1691.0,0.0148743029045,113686.0,64.3034974934,NA,1014.82517647,3.9359727263,627.4
"Charleston, WV",Summer,38.3558915,-81.661017,15.5338709677,56.0806451613,15.4263157895,55.7894736842,23.0344827586,21.3448275862,NA,NA,NA,NA,0.0272307282609,44.7826086957,4.31179181522,15.9673913043,"Charleston, WVSummer",Metropolitan Statistical Area,304284.0,2527.7,120.4,1033.7,93234.0,0.820100979892,13278.0,0.116795383776,5483.0,0.0482293334272,1691.0,0.0148743029045,113686.0,74.2338493353,NA,1016.06935649,2.55694187877,513.4
"Charleston, WV",Winter,38.3562463793,-81.6621445862,11.9379310345,46.4137931034,11.8028571429,45.3714285714,15.8,14.5555555556,NA,NA,NA,NA,NA,NA,4.49607481111,18.1333333333,"Charleston, WVWinter",Metropolitan Statistical Area,304284.0,2527.7,120.4,1033.7,93234.0,0.820100979892,13278.0,0.116795383776,5483.0,0.0482293334272,1691.0,0.0148743029045,113686.0,33.3049483945,NA,1016.98295652,4.77430963005,293.2
"Charleston-North Charleston, SC",Fall,32.8736243789,-79.9948638672,9.341796875,37.49609375,9.08104901339,37.0714285714,16.4222222222,15.2777777778,0.0645544411765,0.882352941176,5.29618439,12.0,0.0249015424837,31.9150326797,0.948570458101,4.94972067039,"Charleston-North Charleston, SCFall",Metropolitan Statistical Area,664607.0,2588.2,256.8,1926.0,257639.0,0.808702912585,30099.0,0.0944777342168,26418.0,0.0829234453816,4427.0,0.0138959078168,318583.0,59.8947920434,NA,1017.18701461,5.94419515713,358.0
