CBSA Name,month,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,TEMP,PRESS,RH,DP,WIND,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010
"Aberdeen, SD",1.0,45.4625,-98.486111,5.31,21.8,NA,NA,6.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",2.0,45.4625,-98.486111,5.54,23.1,NA,NA,11.5555555556,10.5555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",3.0,45.4625,-98.486111,7.65,28.8,NA,NA,15.0,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",4.0,45.4625,-98.486111,4.91,20.6,NA,NA,14.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",5.0,45.4625,-98.486111,5.08,21.4,NA,NA,23.5,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",6.0,45.4625,-98.486111,4.4,18.2222222222,NA,NA,16.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",7.0,45.4625,-98.486111,7.06363636364,29.1818181818,NA,NA,22.625,20.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",8.0,45.4625,-98.486111,7.59,31.3,NA,NA,18.3,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",9.0,45.4625,-98.486111,4.96,20.7,NA,NA,21.4,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",10.0,45.4625,-98.486111,5.23333333333,21.8888888889,NA,NA,29.4,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",11.0,45.4625,-98.486111,6.27,26.1,NA,NA,16.2,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Aberdeen, SD",12.0,45.4625,-98.486111,10.5444444444,40.3333333333,NA,NA,13.3,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0
"Adjuntas, PR",1.0,18.175378,-66.725988,3.2,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",3.0,18.175378,-66.725988,4.525,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",4.0,18.175378,-66.725988,5.3625,22.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",5.0,18.175378,-66.725988,4.21,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",6.0,18.175378,-66.725988,7.78571428571,31.7142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",7.0,18.175378,-66.725988,10.5,44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",8.0,18.175378,-66.725988,8.55,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",9.0,18.175378,-66.725988,5.0,21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adjuntas, PR",12.0,18.175378,-66.725988,2.9,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,Micropolitan Statistical Area,19483.0,66.7,292.1,954.2
"Adrian, MI",1.0,41.995568,-83.946559,9.6,37.9,8.60847311667,33.9677419355,NA,NA,16.3198924839,983.086021516,NA,NA,6.6057796129,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",2.0,41.995568,-83.946559,15.28,54.5,12.2047757,47.0769230769,NA,NA,18.4523809643,986.074404786,NA,NA,5.58392853571,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",3.0,41.995568,-83.946559,8.175,34.0,10.7926941493,42.4722222222,NA,NA,28.2943548387,986.180107452,NA,NA,5.75389783871,NA,NA,NA,NA,0.032,27.0,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",4.0,41.995568,-83.946559,6.65,27.7,8.17977205357,32.6551724138,NA,NA,48.5772223,983.014444433,NA,NA,5.9385,NA,NA,NA,NA,0.0408334666667,44.3333333333,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",5.0,41.995568,-83.946559,6.38,26.5,7.22023809524,29.652173913,NA,NA,60.857526871,984.607526968,NA,NA,4.66223122581,NA,NA,NA,NA,0.0359586538462,40.7307692308,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",6.0,41.995568,-83.946559,9.91818181818,40.9090909091,10.5455189815,43.2413793103,NA,NA,70.4888889333,983.3277778,NA,NA,3.48166676667,NA,NA,NA,NA,0.038125,49.9642857143,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",7.0,41.995568,-83.946559,8.69,35.1,10.314345,40.6363636364,NA,NA,69.0961314194,983.818723839,NA,NA,3.92913164516,NA,NA,NA,NA,0.0332199677419,41.2580645161,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",8.0,41.995568,-83.946559,9.85,39.375,10.0580043636,41.625,NA,NA,70.283871,984.678494581,NA,NA,2.95110219355,NA,NA,NA,NA,0.0315282258065,39.7419354839,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",9.0,41.995568,-83.946559,7.45454545455,30.8181818182,8.15534375806,33.625,NA,NA,61.8008071,987.416958833,NA,NA,3.15624483333,NA,NA,NA,NA,0.0263224,34.7666666667,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",10.0,41.995568,-83.946559,5.31,22.2,7.40808652941,31.4166666667,NA,NA,51.6290322581,981.130376355,NA,NA,4.64153222581,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",11.0,41.995568,-83.946559,9.2,36.1,8.54502671186,35.4827586207,NA,NA,35.5972222333,984.163888833,NA,NA,6.2708334,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Adrian, MI",12.0,41.995568,-83.946559,8.37272727273,32.3636363636,9.70600612727,38.8888888889,NA,NA,33.5752688065,989.063172097,NA,NA,5.3821236129,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5
"Akron, OH",1.0,41.0735200909,-81.4986785,9.45454545455,39.2272727273,29.6333333333,88.3333333333,NA,NA,NA,NA,NA,NA,NA,0.309206983871,3.51612903226,NA,NA,NA,NA,4.03931317742,16.935483871,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",2.0,41.073298,-81.498018,16.096,56.92,12.9,53.0,NA,NA,NA,NA,NA,NA,NA,0.316443482143,3.85714285714,NA,NA,NA,NA,3.77265667857,17.2678571429,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",3.0,41.0953833333,-81.4343045455,9.65151515152,38.9696969697,12.5,46.0,NA,NA,NA,NA,NA,NA,NA,0.316532225806,3.87096774194,NA,NA,0.019,16.5,2.88429479032,12.1935483871,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",4.0,41.1026835,-81.4186119375,8.03125,33.53125,7.32,30.6,NA,NA,NA,NA,NA,NA,NA,0.308680566667,3.58333333333,NA,NA,0.0253160166667,29.4666666667,1.19265481667,6.75,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",5.0,41.0974132353,-81.4284485294,8.78823529412,35.0882352941,7.28,29.6,NA,NA,NA,NA,NA,NA,NA,0.310551064516,3.62903225806,NA,NA,0.0261377258065,33.8225806452,1.17220541935,7.32258064516,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",6.0,41.0953833333,-81.4343045455,11.4636363636,44.5454545455,13.16,49.8,NA,NA,NA,NA,NA,NA,NA,0.30368055,3.18333333333,NA,NA,0.0268911833333,36.3833333333,1.4629633,6.78333333333,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",7.0,41.0964450286,-81.4296058857,12.5085714286,47.3142857143,11.1,41.2,NA,NA,NA,NA,NA,NA,NA,0.300940870968,3.08064516129,NA,NA,0.0259751290323,33.7580645161,1.15804635484,6.66129032258,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",8.0,41.0993271429,-81.4229271429,11.5171428571,45.3142857143,12.8,49.8,NA,NA,NA,NA,NA,NA,NA,0.302688177419,3.24193548387,NA,NA,0.0275517096774,36.7258064516,0.95580983871,5.59677419355,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",9.0,41.0993271429,-81.4229271429,9.81714285714,39.2571428571,8.675,35.5,NA,NA,NA,NA,NA,NA,NA,0.302222216667,3.11666666667,NA,NA,0.02137295,30.4333333333,1.05790035,5.78333333333,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",10.0,41.0996615882,-81.4194364412,7.02058823529,28.1764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303346983607,3.22950819672,NA,NA,0.019315516129,23.2741935484,1.43528396721,7.50819672131,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",11.0,41.0996615882,-81.4194364412,8.32647058824,33.6764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300833333333,3.13333333333,NA,NA,NA,NA,1.4586956,8.63333333333,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Akron, OH",12.0,41.0988681538,-81.4235172564,9.37692307692,35.5128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327553774194,3.67741935484,NA,NA,NA,NA,1.45311251613,7.70967741935,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8
"Albany, GA",1.0,31.576917,-84.100194,7.426425125,31.1234567901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",2.0,31.576917,-84.100194,9.63452715493,41.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",3.0,31.576917,-84.100194,11.2660085648,43.3037974684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",4.0,31.576917,-84.100194,10.477899681,40.6279069767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",5.0,31.576917,-84.100194,10.4703691441,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",6.0,31.576917,-84.100194,8.90237548739,37.7078651685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",7.0,31.576917,-84.100194,13.0892078872,48.7474747475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",8.0,31.576917,-84.100194,10.1615444074,42.4057971014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",9.0,31.576917,-84.100194,8.05090580833,32.0555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",10.0,31.576917,-84.100194,11.1961788596,42.2705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",11.0,31.576917,-84.100194,14.819090934,50.6962025316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany, GA",12.0,31.576917,-84.100194,11.9690672975,42.3666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7
"Albany-Schenectady-Troy, NY",1.0,42.65611,-73.7556084,9.208,37.2,10.9555671389,43.4146341463,NA,NA,NA,NA,NA,NA,NA,0.341397903226,4.35483870968,NA,NA,0.0229815967742,24.3709677419,1.51385109677,2.77419354839,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",2.0,42.6541982759,-73.7554748276,10.8862068966,41.6551724138,10.6548485,42.3684210526,NA,NA,NA,NA,NA,NA,NA,0.323115107143,3.71428571429,NA,NA,0.0305152857143,30.7142857143,1.66928728571,2.96428571429,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",3.0,42.656,-73.7556007143,5.87142857143,24.5714285714,7.561304,31.0975609756,NA,NA,NA,NA,NA,NA,NA,0.317338677419,3.83870967742,NA,NA,0.0339810322581,33.2580645161,1.73326,3.29032258065,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",4.0,42.656,-73.7556007143,4.97857142857,20.7142857143,5.15743055882,22.0263157895,NA,NA,NA,NA,NA,NA,NA,0.300972233333,3.06666666667,NA,NA,0.03848645,39.1333333333,0.882101,1.76666666667,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",5.0,42.6550833333,-73.7555366667,5.99666666667,25.1333333333,4.82104551389,20.487804878,NA,NA,NA,NA,NA,NA,NA,0.3,3.0,NA,NA,0.0333167258065,35.7096774194,0.725874935484,1.16129032258,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",6.0,42.6550833333,-73.7555366667,6.16333333333,25.8,5.53393820968,24.2058823529,NA,NA,NA,NA,NA,NA,NA,0.3,3.0,NA,NA,0.02994405,33.2166666667,0.882111033333,1.63333333333,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",7.0,42.65428125,-73.755480625,9.221875,38.40625,7.59729211765,33.2105263158,NA,NA,NA,NA,NA,NA,NA,0.3,3.0,NA,NA,0.0296976451613,34.1612903226,1.38698048387,2.25806451613,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",8.0,42.6536574074,-73.755437037,7.41481481481,30.8518518519,6.72412298551,28.8684210526,NA,NA,NA,NA,NA,NA,NA,0.300268806452,3.06451612903,NA,NA,0.0245485344828,29.7931034483,1.55760364516,1.93548387097,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",9.0,42.6550833333,-73.7555366667,7.57666666667,31.3666666667,6.77446294118,29.7105263158,NA,NA,NA,NA,NA,NA,NA,0.3,3.0,NA,NA,0.0239329423077,27.5769230769,1.89675323333,2.83333333333,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",10.0,42.6536574074,-73.755437037,5.47037037037,22.8888888889,4.82595503226,20.1290322581,NA,NA,NA,NA,NA,NA,NA,0.3,3.0,NA,NA,0.0212752741935,23.6774193548,2.01278267742,3.51612903226,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",11.0,42.6522314815,-73.7553374074,5.52222222222,23.0740740741,6.39349271186,26.4482758621,NA,NA,NA,NA,NA,NA,NA,0.300694433333,3.06666666667,NA,NA,0.0246617166667,25.4833333333,2.48277343333,4.96666666667,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albany-Schenectady-Troy, NY",12.0,42.651875,-73.7553125,5.93214285714,24.0714285714,7.34574496774,30.3870967742,NA,NA,NA,NA,NA,NA,NA,0.306317193548,3.22580645161,NA,NA,0.0205004032258,21.6612903226,2.53212358065,4.12903225806,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9
"Albuquerque, NM",1.0,35.0721614894,-106.606891755,8.30233758511,33.7368421053,5.48,22.6,36.6691729323,32.6015037594,39.9575736613,854.382538645,30.7796868065,NA,4.03674025806,0.360097177419,6.32258064516,17.2855579677,30.3225806452,0.0224192831541,28.5913978495,0.483363,1.83870967742,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",2.0,35.0736112941,-106.606017765,5.86786672353,24.0930232558,5.24,21.9,25.814159292,22.7787610619,46.1577380893,850.788690464,35.1964285,NA,3.96741082143,0.286026803571,4.07142857143,15.1179024286,28.0357142857,0.0251833386454,32.0996015936,0.226283214286,0.857142857143,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",3.0,35.0758712,-106.604524629,5.28273690857,21.6470588235,4.65,19.4,32.4609375,29.140625,49.9577781129,851.489247323,31.3104254194,NA,4.62469596774,0.261266241379,3.18965517241,11.5315322258,23.9677419355,0.0335848633094,38.9460431655,0.152879677419,0.548387096774,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",4.0,35.0709847399,-106.606760289,5.39516803468,22.3614457831,5.48,22.9,37.1452991453,31.905982906,56.5777777667,850.141666667,24.3763889333,NA,5.57430556667,0.262284465517,3.13793103448,9.82998756667,22.3,0.0412355857143,44.2761904762,0.151643033333,0.133333333333,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",5.0,35.0834189535,-106.59841686,6.01201245349,24.9887640449,5.39,22.5,31.5153846154,27.6923076923,64.6915323065,851.861559161,26.2150537097,NA,4.56021509677,0.253427419355,3.0,9.12438187097,20.8709677419,0.0410209769585,46.1797235023,0.981835612903,1.03225806452,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",6.0,35.0789063265,-106.60469676,7.43579741327,29.179245283,5.91,24.7,33.1692307692,29.9307692308,78.4006944667,850.481944367,18.4347222333,NA,4.7670833,0.230194983333,2.58333333333,8.56154296552,18.6896551724,0.0390324,43.8380952381,0.833294233333,0.9,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",7.0,35.0709488136,-106.606608418,6.9029179661,28.488372093,6.49090909091,27.1818181818,22.243902439,20.2682926829,77.2748656129,855.681451581,39.8037634194,NA,4.28373654839,0.21868055,2.45,6.82652877419,14.4516129032,0.0414167142857,48.0322580645,0.544579548387,0.0645161290323,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",8.0,35.0757295455,-106.60813358,4.36902388636,18.4772727273,4.38,18.3,16.3230769231,15.0846153846,73.6754032581,855.248655968,42.2661290323,NA,4.00430109677,0.175976027027,2.16216216216,8.40925696774,19.1935483871,0.0376628543689,43.3495145631,0.534474806452,0.193548387097,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",9.0,35.076234023,-106.605649799,3.98075722989,16.8214285714,3.95,16.6,17.2049180328,15.893442623,70.6687499833,854.4027778,46.0125000333,NA,4.7794445,0.204657695652,2.45652173913,7.0066887,16.0,0.0301138608247,35.5,0.44125,0.133333333333,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",10.0,35.0763134078,-106.60771338,5.57483540782,23.4285714286,NA,NA,27.2790697674,24.7131782946,60.8914057419,854.497311806,37.5005376452,NA,3.38113529032,0.243368025,3.425,11.8410047419,24.0,0.028764843318,35.9677419355,0.9547956,6.9,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",11.0,35.0756330286,-106.606394629,7.58069772,31.2045454545,NA,NA,30.5403225806,27.314516129,46.0152777833,854.0972222,35.9361111667,NA,3.6965277,0.32094695,5.18333333333,15.5924320333,29.5333333333,0.0256535238095,30.8095238095,0.6428254,4.0,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Albuquerque, NM",12.0,35.0736204233,-106.60687881,9.4769602963,37.4895833333,NA,NA,24.5855855856,22.3333333333,39.5098468871,853.279277806,54.1304932581,NA,3.22854722581,0.374385854839,6.72580645161,17.8624287097,29.4193548387,0.019698437788,25.6313364055,0.674846870968,1.83870967742,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6
"Alexandria, LA",1.0,31.177638,-92.410611,5.72,23.8,6.78388806897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",2.0,31.177638,-92.410611,9.74166666667,38.9166666667,7.96679653448,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",3.0,31.177638,-92.410611,6.79,28.5,8.42572212097,34.3870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",4.0,31.177638,-92.410611,8.02,33.3,10.54038979,42.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",5.0,31.177638,-92.410611,6.44,26.8,9.25454385484,38.4032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",6.0,31.177638,-92.410611,7.64444444444,31.0,10.9311201667,41.1166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",7.0,31.177638,-92.410611,9.93076923077,41.2307692308,12.422853877,48.5666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",8.0,31.177638,-92.410611,8.24545454545,33.9090909091,11.2460717373,44.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",9.0,31.177638,-92.410611,7.04545454545,29.3636363636,9.64101799167,39.5333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",10.0,31.177638,-92.410611,5.51666666667,23.1666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",11.0,31.177638,-92.410611,6.75384615385,27.7692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Alexandria, LA",12.0,31.177638,-92.410611,8.18,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10780,Metropolitan Statistical Area,153922.0,1961.0,78.5,803.2
"Allegan, MI",1.0,42.767786,-86.148577,7.41428571429,30.8571428571,NA,NA,NA,NA,19.8346773871,991.530914032,76.108871,NA,6.25793016129,NA,NA,NA,NA,NA,NA,NA,NA,10880,Micropolitan Statistical Area,111408.0,825.2,135.0,349.9
"Allegan, MI",2.0,42.767786,-86.148577,14.19,49.8,NA,NA,NA,NA,19.6532737857,995.26934525,73.6071428929,NA,4.95952389286,NA,NA,NA,NA,NA,NA,NA,NA,10880,Micropolitan Statistical Area,111408.0,825.2,135.0,349.9
"Allegan, MI",3.0,42.767786,-86.148577,11.38,43.5,NA,NA,NA,NA,28.6733871613,995.452956968,67.7997312258,NA,4.78790322581,NA,NA,NA,NA,0.042,36.0,NA,NA,10880,Micropolitan Statistical Area,111408.0,825.2,135.0,349.9
"Allegan, MI",4.0,42.767786,-86.148577,6.59,27.3,NA,NA,NA,NA,45.8013889667,991.8569444,63.1027778333,NA,5.5115277,NA,NA,NA,NA,0.03865,40.2333333333,NA,NA,10880,Micropolitan Statistical Area,111408.0,825.2,135.0,349.9
"Allegan, MI",5.0,42.767786,-86.148577,7.8,31.7777777778,NA,NA,NA,NA,58.110215,993.325268839,70.686828,NA,4.21478490323,NA,NA,NA,NA,0.0374504516129,45.6774193548,NA,NA,10880,Micropolitan Statistical Area,111408.0,825.2,135.0,349.9
