CBSA,CO,Cluster,NO2,OZONE,PM10,PM25_FRMFEM,SO2
"Torrington, CT",0.193026162025,2,4.63725513714,0.0365492299169,5.2380952381,6.73703703704,0.614446533333
"Vallejo-Fairfield, CA",0.375109972067,2,9.32395598356,0.0242776515464,12.2666666667,8.60489130435,0.567688454795
"Allentown-Bethlehem-Easton, PA-NJ",0.32037502809,3,10.7605697095,0.0306320837209,17.0646067416,11.8942830487,2.28639830635
"Baltimore-Towson, MD",0.391456824305,3,15.3235823181,0.0331415046613,16.3352941176,11.3823322243,2.15056786798
"Boise City-Nampa, ID",0.311235322115,3,8.62960430632,0.0293704986111,18.3074712644,11.1341891848,0.334688072022
"Charlotte-Gastonia-Concord, NC-SC",0.314959089041,3,11.7877431808,0.0303480522332,19.7123809524,11.270964467,0.933420691877
"Cincinnati-Middletown, OH-KY-IN",0.326002059172,3,9.37384884539,0.031884862599,23.262295082,13.2836741951,3.36928795414
"Cleveland-Elyria-Mentor, OH",0.493493174293,3,12.1488178569,0.0329681556044,22.8685927307,11.4039889721,3.75091153158
"Des Moines-West Des Moines, IA",0.293051008571,3,8.97431099135,0.0286845244755,20.0082987552,10.1226012793,0.298088968571
"Detroit-Warren-Livonia, MI",0.324357040816,3,11.9557046914,0.0300274941084,20.3759873618,10.5067920595,2.47502882645
"Evansville, IN-KY",0.853335033803,3,11.1955870836,0.0325237428127,19.6637168142,12.5866238327,2.23527515768
"Greenville-Mauldin-Easley, SC",0.326421928125,3,10.747876033,0.027040941968,16.6078431373,11.6034188034,0.566896969613
"Houston-Sugar Land-Baytown, TX",0.306245429029,3,8.8684433678,0.0244828128725,24.0,12.1258754864,1.21073274602
"Jacksonville, FL",0.340674684701,3,9.38417041644,0.0263545612457,20.5820476858,8.64099437148,1.39930136474
"Johnstown, PA",0.39665759726,3,10.5631773462,0.0270561627907,19.3153153153,13.0900477561,4.17909412603
"Little Rock-North Little Rock-Conway, AR",0.430200396122,3,9.98530592877,0.0286975908676,21.2277777778,12.1683962264,1.30643797521
"Memphis, TN-MS-AR",0.394372131507,3,10.2905765233,0.031637280654,20.9075144509,11.0004201681,3.08276072055
"New Haven-Milford, CT",0.292725877095,3,13.6561015506,0.0274478632163,16.2782608696,8.99743589744,1.47863849575
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.336206650084,3,15.114655167,0.0312916592179,22.4495867769,11.5215511572,2.04610640403
"Pittsburgh, PA",0.393118237161,3,11.754807954,0.0291148187562,21.7818453493,12.9470109877,4.35511013457
"Portland-South Portland-Biddeford, ME",0.332352224658,3,9.77661590935,0.0295047875713,18.4936708861,7.66601941748,1.56181253151
"Reno-Sparks, NV",0.381695555556,3,16.2694477808,0.032225144815,20.9516407599,6.13966111896,0.427121
"San Francisco-Oakland-Fremont, CA",0.347513876343,3,11.3403113411,0.0212259023968,17.1008902077,9.03737433469,0.927295615863
"San Jose-Sunnyvale-Santa Clara, CA",0.35029512963,3,13.54778846,0.0246897823129,15.6028368794,7.28982797109,0.407740410678
"Tulsa, OK",0.341058992582,3,8.3527120114,0.0301263133364,19.5531496063,10.7341207349,2.72299827392
"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.537459143333,3,12.6666658616,0.0311017228726,18.0820399113,10.9273634992,2.16731266791
"Winston-Salem, NC",0.534727425414,3,9.45811386389,0.0349912994403,17.0527817404,10.7872641509,0.331008142466
"Worcester, MA",0.478529930168,3,13.9479115319,0.0338674604966,15.5166666667,8.41596638655,2.04502209471
"York-Hanover, PA",0.329165321429,3,13.4151360799,0.0344622014052,22.1155015198,12.1020122815,2.74024636088
"Akron, OH",0.340383305479,0,NA,0.0289044186047,NA,14.3432013623,2.30889970604
"Albany-Schenectady-Troy, NY",0.339692743989,0,NA,0.0302455638736,NA,8.00505415162,1.80346716102
"Altoona, PA",NA,1,NA,0.0294220747664,16.4904109589,6.2450149025,4.72303420548
"Anchorage, AK",0.921398552408,1,NA,0.0172191025641,16.3786539769,5.16688512025,NA
"Athens, OH",NA,1,4.02835839779,0.0311183179724,NA,9.24181818182,4.97182170994
"Atlantic City, NJ",NA,1,NA,0.0331287369863,15.4285714286,8.84700854701,0.924480526027
"Boulder, CO",0.454621120548,1,NA,0.0387384680851,18.2123893805,6.96363636364,NA
"Bowling Green, KY",0.3,0,NA,0.032908996633,NA,11.5063218391,1.29411421978
"Bradenton-Sarasota-Venice, FL",NA,1,4.38756015584,0.0287137502304,18.7713498623,7.24039735099,NA
"Brownsville-Harlingen, TX",0.303566487535,1,NA,0.0269575923754,19.1570996979,9.67735849057,NA
"Brunswick, GA",NA,1,NA,0.030533195122,19.6078431373,10.6769230769,1.10087275
"Charleston, WV",NA,1,NA,0.0263509439252,18.8527777778,12.4,3.89076625753
"Clarksville, TN-KY",NA,1,NA,0.0391639963636,19.5862068966,11.1581196581,2.51079353188
"Colorado Springs, CO",0.44183583844,1,NA,0.0367369097065,19.5,6.18739495798,NA
"Columbus, GA-AL",NA,1,NA,0.0312430571429,18.8474576271,13.6015533981,1.19203686575
"Columbus, OH",0.343733331507,0,NA,0.0336812719503,34.025210084,12.4251572994,NA
"Corpus Christi, TX",NA,1,NA,0.0275309150418,20.1454545455,9.88831775701,0.497505034123
"Dayton, OH",0.362898406849,1,NA,0.0339716410256,20.7647058824,12.913,NA
"Eugene-Springfield, OR",0.397694052055,2,NA,0.0197807026144,11.7592592593,6.45,NA
"Fort Collins-Loveland, CO",0.365279464088,1,NA,0.0384304965986,19.4660633484,6.46178861789,NA
"Fort Wayne, IN",0.420914870879,0,NA,0.0326896053412,25.9090909091,13.3031409787,NA
"Gettysburg, PA",0.300910855814,1,2.64216613942,0.039670255814,NA,11.7516374223,NA
"Grand Junction, CO",0.386342868571,0,NA,0.0422803017591,25.2913793103,8.99915966387,NA
"Greeley, CO",0.396783361644,1,NA,0.0309919509537,20.3025210084,7.45762711864,NA
"Hanford-Corcoran, CA",NA,0,13.8305520392,0.0316107465224,34.3757649939,17.3916641124,NA
"Harrisonburg, VA",NA,0,10.4207752363,0.0302508028169,NA,11.2623931624,1.1985853168
"Hobbs, NM",NA,1,5.60215272423,0.0277297472222,20.0416666667,5.65566037736,NA
"Jackson, WY-ID",0.266514818182,1,NA,0.0446525620053,13.4310344828,4.26607142857,NA
"Kalispell, MT",0.7783565,1,NA,0.0214517768595,17.73,8.17933704961,NA
"Lake Charles, LA",NA,0,6.66175393113,0.0277226322581,NA,9.30248962656,3.3554868144
"Lancaster, PA",NA,2,8.44258785205,0.0314813419204,15.9201101928,11.7257447487,NA
"Las Cruces, NM",NA,0,6.83022420455,0.0317817565217,37.4319606088,8.27277628032,NA
"Lima, OH",NA,1,NA,0.0351134883721,18.9529411765,11.0384615385,1.87507560822
"Logan, UT-ID",NA,3,12.6026392705,0.0257834231884,22.5378151261,10.2990049751,NA
"Macon, GA",NA,0,NA,0.0265300408163,23.735042735,13.2167381974,1.45459952
"Madera, CA",NA,0,7.81316134254,0.027658285192,42.0,21.4503704286,NA
"Marshall, TX",NA,1,3.72130364384,0.0260119835616,16.3898305085,10.4295081967,NA
"Medford, OR",0.503545981707,2,NA,0.030356961039,12.5149700599,6.04256410256,NA
"Merced, CA",NA,0,6.84270966301,0.0280882722372,24.9482758621,15.0485652435,NA
"Missoula, MT",0.686385768362,1,NA,0.0207261488372,16.9686609687,8.11978035488,NA
"Muskogee, OK",NA,0,NA,0.0221736363636,30.2654155496,10.7291666667,0.831446106849
"Owensboro, KY",NA,0,7.06089260548,0.0343552755102,NA,12.8841666667,2.83889995616
"Oxnard-Thousand Oaks-Ventura, CA",NA,1,8.6093320137,0.0293445126977,18.2024793388,8.5990521327,NA
"Palm Bay-Melbourne-Titusville, FL",NA,1,NA,0.0322598972603,13.9862258953,6.86666666667,0.167617420168
"Pascagoula, MS",NA,1,5.50354325753,0.0337718292683,NA,9.47192982456,1.1363135663
"Pensacola-Ferry Pass-Brent, FL",NA,1,6.79505722034,0.0339158139322,NA,9.17385620915,1.54215308815
"Riverton, WY",NA,2,0.620559022901,0.0437709611111,10.8260233918,9.40593220339,NA
"Rochester, NY",0.393866474164,0,NA,0.0289380553633,NA,8.61517857143,2.18508191781
"Savannah, GA",NA,1,NA,0.0300085934959,15.5789473684,10.7447368421,2.95751806944
"Seattle-Tacoma-Bellevue, WA",0.242945798851,1,NA,0.0224094390818,NA,6.55053893428,1.1358526137
"Shreveport-Bossier City, LA",NA,1,NA,0.029943,19.8224852071,10.9887417219,0.339451757009
"Silver City, NM",NA,1,NA,0.0428764,13.3148148148,4.4875,0.0547387408451
"Spokane, WA",0.549148435616,1,NA,0.0284812987013,20.6721311475,7.48301886792,NA
"Springfield, IL",0.369343038997,0,NA,0.0285900257235,NA,11.4663793103,0.995539254144
"State College, PA",NA,1,5.19914559167,0.0326337010309,NA,9.22022283158,2.07257531006
"Syracuse, NY",0.450777152355,1,NA,0.0297986969697,NA,7.7747826087,1.00846781293
"Terre Haute, IN",NA,1,NA,0.0301781141304,21.2881355932,13.1753273802,3.13171147397
"Trenton-Ewing, NJ",NA,1,8.06980204658,0.0293083589041,20.6271186441,9.21923076923,NA
"Visalia-Porterville, CA",NA,0,12.5448876429,0.0355421997126,33.5409836066,13.6316666667,NA
"Youngstown-Warren-Boardman, OH-PA",NA,1,NA,0.0320557196262,20.4855305466,11.4109363155,2.43548563836
"Yuba City, CA",NA,1,7.5017463589,0.0284250527273,15.7,6.13107692308,NA
"Napa, CA",0.369126934247,1,8.50732212329,0.023136369863,16.6721311475,NA,NA
"Waco, TX",0.3,1,2.79123302762,0.0280205316804,NA,NA,0.427821064067
"New Castle, PA",0.5481136,0,NA,0.0265660093458,25.1831395349,NA,2.21077151724
"Albuquerque, NM",0.406902131034,0,12.1016143824,0.0331261141425,28.2565172054,5.23505007153,NA
"Austin-Round Rock, TX",0.300276243094,1,2.96385967149,0.0286507748049,15.3474576271,9.24690265487,NA
"Bakersfield, CA",0.463889,0,9.75189121635,0.0351043076651,30.9450726979,13.8207091606,NA
"Beaumont-Port Arthur, TX",0.173596147945,1,5.55864503173,0.028283884,NA,10.6197802198,1.60479962438
"Beaver Dam, WI",0.124049439883,2,NA,0.0316652761628,14.2868217054,9.21338515415,0.748856402941
"Birmingham-Hoover, AL",0.416696819718,0,NA,0.0285939193422,26.5614130435,11.9562862669,1.69771570959
"Bismarck, ND",NA,2,5.69431642222,0.0288036342857,13.9152542373,7.75029018477,1.16600763636
"Buffalo-Niagara Falls, NY",0.352354408633,0,10.6396917431,0.0315082823713,NA,9.88470790378,1.61778868081
"Burlington-South Burlington, VT",0.377644739726,2,8.54443931845,0.032820377709,9.22,6.52701949861,NA
"Cedar Rapids, IA",0.226688677686,1,NA,0.0308592108527,20.3852459016,10.8765072765,0.805380284932
"Chico, CA",0.334282172603,1,7.21152532603,0.0331196972603,16.3606557377,7.98793103448,NA
"Corning, NY",0.155826835616,1,1.34079605932,0.0341193333333,NA,7.38737864078,0.66136025
"Durango, CO",0.313213249315,1,4.92651343105,0.0368443752311,25.2612612613,4.16058823529,NA
"Farmington, NM",NA,1,9.45479763883,0.0304128257757,16.9644268775,4.57357512953,0.76281398894
"Gillette, WY",NA,1,4.03307193925,0.0354378136986,18.0916666667,5.29374438646,1.59869566301
"Grand Rapids-Wyoming, MI",0.329243758904,2,NA,0.0291758120438,13.6442307692,9.71898305085,0.95533640274
"Huntington-Ashland, WV-KY-OH",NA,0,8.4667580411,0.0271909234155,26.2571428571,12.3738095238,2.52500362334
"Jackson, MS",0.243234774194,1,NA,0.0268214124088,19.0697674419,11.4751196172,0.766702806452
"Kingsport-Bristol-Bristol, TN-VA",0.354189120548,0,10.3664304822,0.0308770142276,NA,10.8305084746,7.44548071233
"Las Vegas-Paradise, NV",0.553074815074,2,9.47097458678,0.0367806997258,14.8684730454,6.3113022113,NA
"Lexington-Fayette, KY",NA,1,9.43106575068,0.0347472428571,19.3275862069,12.2177489177,2.13108200559
"Louisville/Jefferson County, KY-IN",0.672400101928,3,NA,0.0313004511708,21.4785046729,13.7417746737,3.28616923255
"Milwaukee-Waukesha-West Allis, WI",NA,3,12.8420266712,0.0306083776178,21.816091954,11.2852860332,2.08160133333
"Modesto, CA",0.33129070137,3,10.1306530822,0.0253381182336,22.6916666667,12.4127611577,NA
"New Orleans-Metairie-Kenner, LA",NA,0,7.79618375691,0.027904511542,24.97856049,9.41716981132,4.41726550923
"Omaha-Council Bluffs, NE-IA",0.543909331507,0,NA,0.0280634151119,28.9139290407,10.7966489083,1.47811359534
"Paducah, KY-IL",NA,1,6.84939792055,0.0327994796748,17.4912280702,11.4362831858,1.20035227424
"Peoria, IL",0.547523980822,1,NA,0.0275123988355,18.2142857143,11.5090909091,2.7383951085
"Provo-Orem, UT",0.446712731507,0,14.5867103929,0.0331440262751,25.3486973948,8.89195652174,NA
"Raleigh-Cary, NC",0.408828051095,1,NA,0.0315163554455,16.8648648649,10.6193899193,1.01482491233
"Rock Springs, WY",NA,1,3.46512354031,0.0365947941176,13.7872674876,5.8980952381,0.859794465608
"Rutland, VT",0.375360509589,2,7.6972166411,NA,13.6271186441,9.43275862069,2.4334441585
"Salinas, CA",0.335411670391,1,6.05374625485,0.0246512117864,16.4917127072,6.44947097548,NA
"San Juan-Caguas-Guaynabo, PR",0.796497048346,0,NA,0.0115150272989,28.437037037,8.41076923077,1.36144435182
"San Luis Obispo-Paso Robles, CA",NA,1,3.95435022509,0.0306550418146,24.8658109685,7.5717599261,0.289540328767
"Santa Cruz-Watsonville, CA",0.302374442623,1,1.80113427303,0.02173036,14.1639344262,6.51484755777,NA
"Santa Rosa-Petaluma, CA",0.350195526027,2,8.2174182,0.0180274082192,10.0222222222,7.22244147593,NA
"Sioux Falls, SD",NA,1,6.59091268219,0.0283624493151,19.4611650485,10.0527697684,0.247429364384
"Stockton, CA",0.321257284932,2,10.1824478483,0.0256565479452,14.1087719298,11.8234901808,NA
"Weirton-Steubenville, WV-OH",0.363830978082,3,NA,0.0310356883721,18.6195965418,13.2181967213,5.75205058483
"Knoxville, TN",0.180557122924,1,0.895842555957,0.032138112801,24.4335483871,NA,0.885127202658
"Nashville-Davidson-Murfreesboro-Franklin, TN",0.433047926027,3,12.5404492658,0.0313531695906,21.4696132597,NA,2.24004483562
